,overview,id,genre,vector
628,"A mysterious creature destroys 70% of the moon. The creature then warns that if he is not destroyed by March of next year, Earth will be next. The creature also demands that he becomes the homeroom teacher for 3rd grade E class at Kunugigaoka Junior High School. The government is powerless to say no.  The creature then becomes the homeroom teacher of 3rd grade E class which consists of failed students including Nagisa Shiota (Ryosuke Yamada). The creature is called Teacher Koro.  Meanwhile, the government requests that the students try to kill Teacher Koro even though he possesses super powers. The government offers a 10 billion yen reward for whomever successfully kills him. The students are confused by the situation, but decide to kill Teacher Koro.  When their class begins with Teacher Koro, the students finds themselves having a good time with their new teacher.",349176,Adventure,"[ 1.8399906  -0.3527692   1.3602823  -0.06408694 -0.9592064   1.3130109
  0.3105664  -0.9455456   3.9803228  -0.33974344 -1.1105412  -2.0620692
 -0.39079466 -2.3611786   0.8003551   3.698123   -0.7713198   0.00828289
  0.05765443  0.32736102 -3.1462836  -3.9867878  -0.9615468  -1.315465
  3.9439943   0.4354622   0.04700473 -2.7220507   1.2362794   0.06114345
  0.7829051  -0.15965155 -0.53053254  0.6181473  -1.9597898   0.07168081
  1.8076599   1.5508183  -1.1419238   0.729615   -2.6018999  -1.5233134
 -1.9688662   0.45080584 -2.1817923  -3.0355086   2.2983968   1.5107623
  0.3971445   3.1593416   0.3858144  -0.7749317  -0.00534345 -3.0546837
  0.7614518  -0.41148457 -3.0123227   1.2296349  -0.6733616  -1.9112451
 -0.5995484   0.9352189   0.06532099  3.205503    1.8171412   0.9617807
 -4.5682173  -0.02175742  1.7882093   0.70565015 -1.7410481   0.5486846
 -1.4186325   0.47404647  1.5751699  -2.3308573   2.0955284   1.719244
  0.09211758  0.7400153   0.13027449 -2.0046165  -1.7358778  -0.71283245
  2.4009385   3.5326366  -0.9074282  -1.3112972  -0.9393016   2.2523527
 -1.7696064   1.0131987   0.19253325  2.3241243   0.7871072   1.9634686
  3.073438    1.3908637  -0.2837922   0.87170345]"
629,"The Kingdom of the People of the Earth once ruled over the land, but now all that remains is the Sword of the Earth. in the city of Eindoak. Satoshi, Iris, and Dent arrive in Eindoak during a harvest festival's Pokémon Tournament and meet the legendary Pokémon Victini who wishes to share its powers of victory to someone. Elsewhere in the city, a descendant of the People of the Earth named Dred Grangil has arrived who seeks to revive the kingdom's power with the Sword of the Earth, bringing them back into power over the land, and Satoshi and his friends must stop him before he destroys the land along with Victini.",115223,Adventure,"[-0.0758676   0.69630533  1.4225359   1.1005702   0.80667466  0.84691757
 -0.3966595  -2.1498191   5.810689   -1.2567339   0.4721281   1.232253
 -1.1598536  -0.3205607   2.418289    2.1809447  -1.9069184  -0.53902334
  0.87219036 -1.0499349  -5.73884     0.01289246  1.0696664  -3.2437053
  1.5645165   1.3872157   1.3072459  -1.3226466   1.9980563   0.26233703
  1.8007512   1.4271572   0.6309741   0.12407294 -1.1222992  -0.38874784
 -0.97357154 -1.851626   -1.4115301   0.14646906 -1.3210493  -0.42208135
  0.04717391 -0.68510294 -0.2903931  -4.778254    2.5762513  -1.3509164
  0.76430744  1.2084048  -1.1302084   0.9504706   1.2026978  -2.560374
 -1.1968706  -1.2319922  -2.8153088   3.8845258  -1.6000458  -1.490689
  1.083715   -0.68439895  1.7590263   0.83293426 -0.41974977  1.1287667
 -3.8002694  -1.4883877  -1.0941048  -2.859189    0.52604944  1.217094
 -0.7147155  -1.2363933   0.19776712 -0.8919787   0.6898534  -0.22775505
 -1.4672947   3.1151843  -4.2792144  -0.11959968 -0.95928305 -1.5233732
  2.1252158  -0.18225394  0.3036863  -1.9826945  -0.46694452  3.3532891
  0.68239313  1.5414904  -1.2063491  -0.13077585 -1.4721149   0.9003078
  1.9899404   1.5895442   2.3409016   0.4604039 ]"
630,"A young man leaves Ireland with his landlord's daughter after some trouble with her father, and they dream of owning land at the big giveaway in Oklahoma ca. 1893. When they get to the new land, they find jobs and begin saving money. The man becomes a local barehands boxer, and rides in glory until he is beaten, then his employers steal all the couple's money and they must fight off starvation in the winter, and try to keep their dream of owning land alive. Meanwhile, the woman's parents find out where she has gone and have come to America to find her and take her back.",11259,Adventure,"[-1.3428479e-03  2.6400047e-03  4.6332683e-03 -1.8026296e-03
 -5.0626171e-04 -2.6744877e-03  3.3577571e-03  7.1884081e-04
 -9.8898623e-04 -3.0580829e-03  3.0525355e-03 -4.4758422e-03
 -5.8817456e-04  2.2895786e-04  2.1508187e-03 -1.4294585e-03
 -1.0460847e-03 -4.7565061e-03 -1.5471538e-03  2.0802021e-03
  1.7174524e-03 -1.4571599e-03 -4.9022385e-03 -3.9200867e-03
 -7.2539778e-04  4.5006010e-03 -1.5469546e-03  1.2879689e-03
 -3.2014784e-03  7.9442625e-04 -1.4074787e-03 -3.0691614e-03
 -1.3450487e-03  3.1741534e-03  1.7158798e-04  2.1240774e-03
 -2.1669541e-03  4.3442794e-03 -3.8046842e-03 -4.5932489e-03
 -1.4095665e-03  1.9895178e-03  4.4958302e-04  2.9032754e-03
  5.8148644e-04  2.6119421e-03 -5.6999567e-04 -2.7561714e-03
 -4.0248223e-03  3.0348022e-03 -2.7474880e-03 -1.7154496e-04
  4.8251757e-03  4.1058585e-03  2.3032248e-03  4.4685365e-03
  3.1938292e-03  1.9730735e-03  2.7766365e-03  3.7217438e-03
 -1.8560725e-03 -3.3009532e-05 -4.3683019e-03 -1.0594395e-03
  2.3859430e-03 -1.1786090e-03 -4.5378139e-04  3.1743143e-03
  3.6267620e-03 -3.9589456e-03  2.2721842e-03  4.1492363e-03
  4.0993621e-03  1.2716088e-03  3.5756165e-03  4.5079985e-03
  4.7670724e-03 -7.3755291e-05 -2.8452298e-03  3.9619613e-03
  2.4129935e-03  1.3642540e-03 -4.1454434e-03  4.7763796e-03
  3.5049533e-03 -4.4435076e-03  1.8170372e-03  4.0040957e-03
 -4.8362846e-03  2.1368202e-03  1.9928913e-03  3.9693750e-03
  3.0999763e-03  3.6011019e-03  2.6404238e-04  1.7727592e-03
  1.3757133e-03  4.8963018e-03 -1.1131726e-03  6.3542352e-04]"
631,"On a tiny exotic island, Tuesday, an outgoing parrot lives with his quirky animal friends in paradise. However, Tuesday can't stop dreaming about discovering the world. After a violent storm, Tuesday and his friends wake up to find a strange creature on the beach: Robinson Crusoe. Tuesday immediately views Crusoe as his ticket off the island to explore new lands. Likewise, Crusoe soon realizes that the key to surviving on the island is through the help of Tuesday and the other animals. It isn't always easy at first, as the animals don't speak ""human."" Slowly but surely, they all start living together in harmony, until one day, when their comfortable life is overturned by two savage cats, who wish to take control of the island. A battle ensues between the cats and the group of friends but Crusoe and the animals soon discover the true power of friendship up against all odds (even savage cats).",368940,Adventure,"[ 7.5862736e-01  3.8646007e-01 -2.5493675e-01  1.0308229e+00
 -1.6212963e+00 -1.5137639e+00 -3.6239487e-01  1.2278157e+00
  1.7288997e+00 -3.7252790e-01  4.3346822e-01 -4.1213378e-04
 -2.9735603e+00  1.4601315e+00  4.4069581e+00  9.2744130e-01
 -1.2828381e+00 -1.2048835e+00  4.6352151e-01  5.0396734e-01
 -3.6319985e+00 -4.4808779e+00 -1.6993537e+00 -1.6603810e+00
  9.4911063e-01  4.3948750e+00  1.4227053e+00 -2.0225258e+00
 -2.9752341e-01  2.4455497e+00 -1.3551230e+00  8.3793461e-01
  2.2056198e+00  2.3649230e+00 -1.0653557e+00  2.1702681e+00
 -2.8759682e+00  3.8700679e-01  1.5893804e-01  4.6929204e-01
 -1.0079026e+00  1.0914145e+00  4.7050610e-01 -2.1449797e+00
  2.1039779e+00 -5.5988975e+00 -8.2807952e-01 -1.0139028e+00
 -2.0613232e+00 -4.1138962e-01  1.7968017e+00  3.4232399e+00
  1.1246660e+00 -4.9002471e+00  3.2220883e+00 -5.0267154e-01
 -2.0098391e+00  3.6677902e+00 -2.2818146e+00 -4.0437093e+00
  7.5333357e-01  3.5398378e+00  3.9694350e+00 -1.1974850e+00
  5.4082870e-02 -9.4772118e-01 -1.7460424e+00 -2.1699584e+00
  1.2320373e+00 -2.4048624e+00  7.9679543e-01 -1.5390177e+00
 -1.4554306e+00 -1.6738091e+00 -1.3940797e+00  6.8369490e-01
  1.3098091e+00 -2.0192966e-01  3.4966847e-01  3.2357957e+00
 -2.3481946e+00 -1.3752127e+00 -1.9944626e+00  6.1266506e-01
 -1.3834597e+00 -1.2214348e+00 -8.1121475e-01  8.6326826e-01
 -3.9502971e+00  1.2753730e+00  2.4084189e+00  1.8718331e+00
  1.1314918e+00  1.3358598e+00 -1.5050644e+00  2.8220570e+00
  3.3874850e+00  4.5397048e+00  2.7067587e-01  2.5805697e+00]"
632,"Ruka is a young girl whose parents are separated and whose father works in an aquarium. When two boys, Umi and Sora, who were raised in the sea by dugongs, are brought to the aquarium, Ruka feels drawn to them and begins to realize that she has the same sort of supernatural connection to the ocean that they do. Umi and Sora's special power seems to be connected to strange events that have been occurring more and more frequently, such as the appearance of sea creatures far from their home territory and the disappearance of aquarium animals around the world. However, the exact nature of the boys' power and of the abnormal events is unknown, and Ruka gets drawn into investigating the mystery that surrounds her new friends.",585077,Adventure,"[-0.44414505  0.3987724   0.01195189  1.4055715  -2.6228092   0.55251837
  0.75801146 -1.9641411   2.360989    1.3792138   2.735165    0.30711755
 -2.8942046  -0.08122659  0.564138    0.52358323 -1.3020893  -1.3157532
  1.3067694  -1.2790229  -0.31896192 -0.9571385  -1.2212659  -0.98883575
  0.09296963  3.3479187   1.1409492  -1.7809685  -1.6686739   1.4732337
 -0.7289199   2.5309925  -0.4969426   0.43101004 -0.9892515   0.269447
 -0.7708326   0.34861365  0.8320658   1.3612697  -0.21047844 -1.125011
 -1.8077158  -0.1651975   1.5783181  -1.1324307   0.93004054 -1.4212908
 -0.22021437  1.098797   -1.4670157   0.42679724  0.3518558  -3.174727
  1.222736    0.86311287 -0.97532904 -0.02394752 -1.896162   -0.9359698
 -1.3898118   2.587956   -0.46651     0.8360295   0.48932865  0.37808114
 -1.1984805  -0.26177865  0.37614018 -0.7079738   0.7126921   0.9055525
 -1.0672153  -0.71431345 -0.7311808   1.3884382   0.5476086  -1.1833336
 -2.2317522   3.0111616  -3.9578476   0.12593631 -1.7321041  -0.56844705
 -1.2389144   0.09838182 -1.047815    0.17262547 -2.289945   -1.6706119
 -0.34989315  0.64411485 -0.9357062   1.6439595   0.59961617  0.9184282
  3.895251    3.235021   -1.2305256   2.0998647 ]"
633,"This wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. Ruslan, a wandering artist dreaming to become a knight, met beautiful Mila and fell in love with her; he didn’t even suspect that she is the King’s daughter. However, the lovers’ happiness wasn’t meant to last too long. Chernomor, the evil sorcerer, appeared in a magic vortex and stole Mila right before Ruslan’s eyes to transform her power of love into his own magic power. Without further ado, Ruslan sets out on a chase after the stolen princess to overcome all obstacles and to prove that real love is stronger than magic.",463116,Adventure,"[ 1.7757348   1.371299    0.8021513   0.9624322  -2.405755    0.38717833
  0.5982602  -1.0232615   1.1869216  -0.3025909  -1.5020872   2.8363578
 -0.4038399  -0.29165798  1.1151831  -2.4273715  -1.9266256  -1.8828151
 -2.164196    1.0783246  -2.3456485   2.0821338  -0.84315646 -1.2516159
  3.880486    1.0203618  -0.7657566  -0.3743421  -4.3589444  -0.42723262
 -1.6808983   0.9514448   1.5108658  -0.54938036 -3.8105197  -0.72744435
  0.07278903  0.1560824   0.58432436 -2.0246081   0.38844633 -0.40310085
 -1.3456852   1.1825503   0.04045782 -5.4157243  -1.4985627   1.0895559
 -2.3448684   2.7973473   2.2272632   0.8221736  -1.2682623  -1.6568545
  1.8276522  -0.5772735  -0.31025538  1.2768992  -3.044904   -3.86382
  1.7676594  -0.23965958  0.96663445  0.44192836 -0.03276491  2.804306
  0.22803399 -0.16142893 -1.2795224  -3.7513819  -0.5158091   1.3416406
 -2.738348   -1.4342363   0.10939274  0.44842076 -0.6324606   1.6731504
 -2.5363293   1.7915276  -1.9013053  -1.1138554  -1.2594805   1.9305596
 -0.2051543   2.431734   -0.68365306  0.2743172  -2.5734646   2.1750128
 -0.57649106  0.02238391 -1.0043656  -0.25539738  2.3871388  -0.33126068
  1.3180921  -0.15913305 -0.8565321   1.5950533 ]"
634,"The Invincible Iron Man and the Incredible Hulk must join forces to save the Earth from its greatest threat yet! When two Hydra scientists try to supercharge a Stark Arc Reactor with Hulk's Gamma Energy, they unleash a being of pure electricity called Zzzax - and he's hungry for destruction. Together, Iron Man and Hulk are the only force that stands in the way of the Zzzax's planetary blackout. But first, the super heroic duo will have to get through snarling Wendigos, deadly robots and the scaly powerhouse, Abomination.  Can two of Marvel's mightiest heroes find a way to work together without smashing each other before time runs out?",230896,Adventure,"[ 9.5286196e-01  1.6153705e+00 -3.2698125e-01  2.0080640e+00
  5.5902284e-01  8.0930412e-01  2.1487365e+00 -4.7215352e+00
  1.7139152e+00 -2.8395362e+00  1.4383332e+00  1.3547313e+00
 -2.2392929e+00  9.3669051e-01  7.7920592e-01  4.9372938e-01
 -1.1514651e+00  9.0852737e-02  2.3338747e+00  5.2463379e-02
 -2.8732014e+00 -6.0343049e-02  2.3353541e+00 -6.0934865e-01
  2.3340719e+00  6.6483790e-01 -6.3015944e-01 -1.7988312e+00
  2.2231898e+00  1.5730139e+00 -1.7306008e+00 -4.3738785e-01
  2.3121698e+00 -4.3262655e-01 -2.0633049e+00 -1.4313474e+00
 -2.6828501e-01 -9.0944940e-01 -1.5070235e+00  1.2770535e+00
 -1.6401264e-01  7.7090168e-01 -2.1790910e+00 -1.0950463e+00
 -9.3143582e-01 -1.5983824e+00  1.2583035e+00 -2.4150417e+00
 -7.7291232e-01 -3.1798989e-01  7.1482068e-01  1.6615826e-01
  1.2847369e+00 -9.1528791e-01 -1.8904217e-01 -4.3954569e-01
  8.5872412e-01  1.6096060e+00  6.3942134e-01 -2.5233639e-02
  9.4458133e-01 -4.0184039e-01  2.2407420e+00 -4.3230656e-01
 -4.5933285e-01  1.3765343e-01 -4.4703728e-01 -3.2932487e-01
 -9.3407232e-01 -1.6063708e+00  4.7882029e-01  2.0069430e+00
 -1.2806419e+00 -2.7748795e+00 -1.3718756e-01 -2.2095592e+00
  5.5537832e-01 -1.9679806e+00 -7.6304138e-01  1.2471972e+00
 -3.7576873e+00 -1.3754081e+00  4.9369168e-01 -3.2034934e-01
 -1.9381696e-01  3.4207126e-01 -2.1464481e+00 -3.1898100e+00
 -3.1109065e-01  9.8256692e-02 -1.7315791e+00 -1.7612051e-03
  5.2726811e-01  1.4790955e+00  6.4969856e-01  2.1467061e+00
  2.3929982e+00  7.7774858e-01  5.6937784e-01  1.6916716e+00]"
635,"Guts, an immensely strong sword-for-hire, has little direction in his life, simply fighting one battle after the next. However, this all changes suddenly when he meets and is bested by Griffith, a beautiful and charismatic young man who leads the Band of the Hawk mercenary army. After Guts joins the Band and the relationship between the two men begins to blossom, Casca, the tough, lone swordswoman in the Band of the Hawk, struggles to accept Guts and the influence he has on the world around her.  While the two men begin to fight together, Griffith continues to rise to power, all seemingly in order to reach his mysterious, prophesied goals. What lengths will Guts and Griffith go to in order to reach these goals, and where will fate take the two men?",113082,Adventure,"[ 1.616167    1.5169715  -1.3770225   3.0710459  -1.8336443   0.19619022
 -1.0932882  -2.1223896   1.1302257  -0.15994756  4.7216005   1.1266724
 -0.3680561  -2.1739395   1.4346306  -0.6931166  -1.6884081  -0.7164522
  0.3598864   1.4494815  -5.160292   -0.7013945  -0.13799421 -2.7039676
  1.9699572   0.51209     1.8915455   0.7529385  -1.4818516   0.7246938
 -1.9093593  -0.1174431   1.5004907  -0.7727898  -2.2821746  -2.777281
  1.1506891  -1.8281188  -0.4337925  -0.99358356 -0.46031556  0.08195262
 -1.6465199  -0.76962346  1.927273   -0.75467867  2.291263    0.25897056
 -0.87374455 -1.353823    0.94737566  0.94873977  1.1152183  -2.8300123
  0.42969504 -1.0178894  -1.733688    1.6677309  -1.1915184  -4.9339623
  2.6978304  -0.64973104  2.6891813  -0.5407313  -0.1704158  -0.00694229
 -2.7934167  -1.3782451   0.565877   -2.2942207  -0.3503323  -0.1099505
 -0.09322283  0.2023803  -0.80520785  0.93862295  1.0724784  -1.6841998
 -4.4124985   2.1425347  -0.5023918   3.2356303   0.5208871   0.45308253
 -3.2517872   0.65071315 -3.8474858  -2.0396998  -1.6049025   2.3018208
  0.19774951  0.6633217  -0.34739515  2.4438956  -1.0769478   2.4143364
  0.19303015  0.59268683  0.1488254   1.3529892 ]"
636,"In order to save her terminally ill daughter, Lynch joined the adventure team consisting of the richest Qi Teng, the medical expert Ruo Ruo, the geologist fat man and the mercenary group, and embarked on a journey to find the ""fruit of life"". In this dangerous jungle, the dangers followed, and the players died in succession, and the dark places seemed to lurk in the fierce beasts of their lives. The relationship between the team members who want to escape and Saito becomes more and more tense. At the same time, the flower of life is about to open, and the true face of the mysterious beast is also surfaced.",573668,Adventure,"[ 1.5794708   1.006745    0.1735887   0.8089832   0.47857943 -0.65297407
  0.61239326  0.10726397  0.379397    0.72058976 -0.43153965  0.00287879
 -1.5745665  -0.52547663  0.5998153   1.8735926  -1.3339845  -1.1241219
  1.2213534  -1.1208797  -0.8860954  -0.7961349  -0.22774035  0.3196105
  0.20178036  1.3035401   0.29367882 -1.5981458  -1.9426506   1.2585621
 -1.3566221  -0.14105797  1.7694997   0.93306875 -1.4217857  -2.3957362
 -0.57572097  0.41359156  1.8785795  -1.3073069  -2.7263138  -1.08601
  0.99159354  0.17640977 -1.3380686  -0.94909304 -0.16135898  0.3004821
 -0.7097742   0.4997525  -0.11356154  0.82719874 -1.7116387  -1.7158151
  0.69198745  1.2365656   0.81323993  0.98247313 -0.3067934  -2.83931
  1.9115756  -0.21027017  2.544708    1.3971043   1.9276286   2.1740582
 -1.9339517  -0.73218054  0.6668948   0.9941781   0.8369357   1.0004065
 -0.90577936 -2.8700328  -0.64159364  0.4391748  -2.2341018  -0.7062697
 -1.0629408  -2.2374506  -1.0598226   0.35332736  0.14882    -2.389706
 -1.2515223   0.49942824 -0.37977108 -0.77732897  0.63856405  0.42461368
 -2.7558887   0.7055633   1.5927528  -0.2549616   0.972516    1.2287369
  0.5474626  -1.316954    0.10855484  0.05962935]"
637,"As the Straw Hat Pirates sail through the Grand Line.A line of geysers erupted from under the Going Merry. And the whole crew find themselves flying over the island. Unfortunatly, Chopper fell off the ship and was separated from his friends. Luffy and the others landed on the other side of the island. Chopper meanwhile finds himself being worshiped as the island's new king by the animals. To make matters worse, a trio of human ""horn"" hunters are on the island. The leader, Count Butler is a violin playing/horn eating human who wants to eat the island's treasure to inherit immense power. Will Luffy & the rest be able to prevent the count from terrorizing the island? And will they be able to convince Momambi that not all pirates are bad?",44725,Adventure,"[ 2.9140794e-01 -8.3420557e-01 -1.1040509e+00  1.1094138e-01
 -4.9255800e-01  1.1361880e-01  3.3371756e+00 -9.0464526e-01
  2.2993460e+00 -1.2593954e+00  4.1803621e-02 -5.7214665e-01
 -1.1938306e+00  5.8253378e-02  2.2513437e+00  1.5051752e+00
 -2.0642810e-01  5.0248033e-01  1.7312534e+00  1.5025989e+00
 -2.5501797e+00 -4.9196017e-01 -8.0690199e-01 -2.6114848e-01
  1.3847913e+00  1.0786682e+00  2.5463879e+00 -1.4691200e+00
 -1.7358748e+00  3.1893525e-01  3.7722781e-01  3.6485028e-01
 -1.5097858e-01  1.2146460e+00 -1.2045646e+00  2.1017151e+00
 -3.4330747e-01 -5.0728005e-01 -6.1485958e-01  2.2862627e-01
 -1.9291300e+00  8.7547702e-01  1.6745567e+00  2.7668181e-01
  2.1359985e-01 -4.6942120e+00  4.5256719e-01  7.0957804e-01
 -6.4745528e-01  1.9473375e+00  3.6238439e+00  1.0220009e+00
  1.3929230e+00 -3.0351093e+00  8.9705867e-01 -2.0013876e+00
  8.8076383e-01  4.0085187e+00 -2.5603361e+00 -2.5140569e+00
  7.0265907e-01  2.2527983e+00  2.0571117e+00  2.1823263e+00
  1.2498788e+00 -4.2294103e-01 -2.8603377e-03 -1.6551366e+00
  1.8588216e+00 -1.0843444e+00 -5.6697214e-01  2.8817263e-01
 -1.7480679e+00  3.5273090e-01 -1.8857049e+00  1.0115501e+00
 -3.5832804e-01 -4.6048400e-01  9.3928891e-01  8.2712966e-01
 -1.3825252e+00  1.1414025e+00 -1.4450229e+00  3.2704258e-01
 -7.3704529e-01 -8.8412851e-01 -1.0616156e+00  1.5362006e+00
 -1.0798116e+00  1.6907022e+00  8.4146863e-01  1.8226669e+00
 -1.3085451e+00  2.4313133e+00  1.1637336e+00  2.1891341e+00
  2.8176184e+00  1.7050227e+00  1.2081321e+00 -1.7913541e+00]"
638,"For years, old wood carver Mr. Meacham has delighted local children with his tales of the fierce dragon that resides deep in the woods of the Pacific Northwest. To his daughter, Grace, who works as a forest ranger, these stories are little more than tall tales... until she meets Pete, a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. And from Pete's descriptions, Elliott seems remarkably similar to the dragon from Mr. Meacham's stories. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",294272,Adventure,"[ 1.1145753e-01  1.4605306e+00  1.2536355e+00  3.5781200e+00
  5.9881669e-01  1.5375807e+00 -6.1822808e-01  1.1536738e+00
  1.8651277e+00  4.1034923e+00 -4.1222762e-04  3.0485597e+00
 -5.8864772e-01 -7.4649900e-01 -1.2168907e+00  2.4175155e+00
 -5.0507963e-01 -6.1330713e-02  3.1772730e+00 -2.6075895e+00
 -5.2840800e+00  1.9339172e+00 -2.5381522e+00 -3.7619136e-02
  1.8113121e+00  2.4686539e+00  2.0814860e+00 -1.5192460e+00
 -8.3966160e-01  2.9375878e-01  1.5200877e+00  1.6207904e+00
 -3.8178447e-01 -9.5340115e-01  7.1108329e-01 -1.6048231e+00
  2.1341703e+00 -8.1514615e-01  3.3692081e+00  5.9367221e-02
 -7.8755873e-01 -1.8856651e+00 -1.8851805e+00  1.6524304e+00
  9.3780017e-01 -1.5135664e+00 -2.2028215e+00 -2.3717513e+00
 -5.5498224e-01  3.3425086e+00  4.3764350e-01  9.9338573e-01
 -3.2804387e+00 -2.0308518e+00  2.6323190e-01  3.4059480e-01
 -4.2034426e-01  1.5840116e+00 -1.1767516e+00 -1.8458098e+00
  2.2765279e+00 -4.7554368e-01 -2.9883912e+00  4.8025498e-01
  2.4981420e+00  1.7335879e+00 -4.6663089e+00  1.0677766e+00
 -3.4378573e-01 -1.5015595e+00  2.8043907e+00  1.6780293e+00
  1.9070458e+00 -1.0168599e+00 -6.6324419e-01  1.5439554e+00
 -1.4817370e+00  9.2436773e-01 -3.7245865e+00 -2.0190802e+00
 -3.7263806e+00  1.0045223e+00  2.3421380e-01 -2.8851948e-04
  2.8504157e-01 -1.2305437e+00 -1.5339148e+00 -2.8316391e+00
  2.7319312e+00 -1.3125162e+00 -1.3014084e+00  2.2852783e+00
  1.9557789e-01 -1.6279233e+00 -1.0303466e-01 -3.8704002e-01
  2.7020404e+00  2.4883733e+00  1.1475561e+00 -1.0837315e+00]"
639,"Experience the beginning of the legend with Disney's Tarzan Ⅱ, a hilarious, all-new, animated motion picture loaded with laughs, irresistible new songs by Phil Collins, and the inspired voice talent of Glenn Close, George Carlin, and Emmy Award winner Brad Garrett. Before he was King of the Jungle, Tarzan was an awkward young kid just trying to fit in. When one of his missteps puts his family in jeopardy, Tarzan decides they would be better off without him. His thrilling new journey brings him face to face with the mysterious Zugor, the most powerful force in the land. Together, Tarzan and Zugor discover that being different is not a weakness and that friends and family are the greatest strength of all. This action-packed adventure is sure to delight the entire family. Get ready to GO APE over Disney's wild, new Tarzan Ⅱ.",15657,Adventure,"[ 2.6497288e+00 -3.5258555e-01 -1.3766675e-01  2.9087856e+00
 -1.0604687e-03  9.2883354e-01  2.5819407e+00 -1.1052065e+00
  9.6390337e-01 -9.3856329e-01  1.0839593e+00  2.5702014e+00
 -3.4237032e+00 -8.9664769e-01  3.0641787e+00 -4.1706192e-01
 -2.5780644e+00  5.0401652e-01  1.0775455e+00  9.0760338e-01
 -3.2000675e+00 -1.5893569e+00 -3.0938306e-01 -2.1309054e+00
  3.3949056e-01  4.8840679e-02  3.1128705e+00 -2.0265667e+00
 -2.4505453e+00  7.4344891e-01  1.8582555e+00  2.1495323e+00
  1.1782100e+00  4.2988944e-01 -4.8604870e-01  4.0124249e+00
 -2.3315577e-01  2.0673501e+00 -7.7323657e-01 -2.0812688e+00
 -1.7118258e+00  2.3101830e-01 -9.1760224e-01  1.0572841e+00
 -2.0023665e+00 -2.5331142e+00 -9.1491178e-02 -3.3576477e-01
 -2.8593328e+00  7.9268116e-01 -1.9487779e+00 -1.1309886e+00
 -2.9215664e-01 -6.2393346e+00  6.2603205e-01 -3.5783857e-01
  4.7623000e-01  1.3407803e+00  6.4345086e-01 -2.1019449e+00
  2.0432978e+00 -5.1369011e-01  2.5527165e+00 -3.0249302e+00
  1.0983145e+00 -1.8573455e+00 -8.7109214e-01 -1.1414822e+00
  1.8841763e-01  4.8585832e-01  2.8246002e+00  3.2659411e+00
 -2.3923779e+00 -2.0745623e+00  7.6430786e-01  1.5568717e+00
 -1.7053480e+00 -5.6522185e-01 -3.5119321e+00  2.0720479e+00
 -2.4184597e+00 -7.1896732e-02  1.6347631e+00 -7.0072873e-03
 -1.0299470e+00 -1.1662499e+00  9.9921829e-01 -3.1171885e-01
 -1.3218579e+00 -1.5684904e+00 -3.3628705e-01  3.0986190e+00
 -9.5156327e-02  1.2342241e+00 -3.5337669e-01  3.4331474e+00
  2.0909002e+00  5.3142061e+00  2.3890088e+00 -2.0848556e+00]"
640,"Isla Nublar, 2005. Approx. 120 miles off the coast of Costa Rica, 87 miles away from Isla Sorna. ""There are several paleontologist missing on Isla Nublar. They had an expedition to explore and excavate the island for bone samples from several dinosaurs for extracting DNA sequences. Other important mission is to find the missing embryos from the Barbasol Cryogenics Can. On behalf of Simon Masrani, the science research team had to find out where those specimens are and have to check some important documents at the abandoned foliaged InGen Reseach Compound, which is decaying and overrun with vines deep in the dense afforestation now.",496276,Adventure,"[-0.81164074 -1.6970592  -0.4023147   0.49464348 -1.2601095   1.4177573
  1.2416651  -0.14835379  0.45575407 -1.0204039  -0.5710281   0.19434783
 -1.2338754  -0.40999857 -0.1503928   0.3537014   0.3621543  -1.7133819
  1.0718919   1.5988934  -1.0418307   0.21522368  0.44237676 -1.406686
  1.3106029   1.0044782   1.5809057   0.09349946  0.11475547  1.2744862
  1.9685972   0.5402566  -0.09900402  0.15075818 -0.342675    0.57102704
  0.41819292 -0.1623221   0.4079689  -0.2563038  -1.9505838  -1.2227206
 -0.363214    2.2262383  -1.197903   -0.00676656 -0.6297153   0.27291796
 -0.06326913  0.8047481   1.6483854  -0.11635078 -0.12249041 -1.9191463
  0.21104437  0.96994084  0.46900833  2.0080929  -1.2887945   0.1298246
  1.2339803   1.8193079   0.31577873  1.2639169   1.4059515   1.2239969
 -1.5739799   0.6633578   0.12304197 -1.4535978   0.8403067   0.615169
 -0.35142553 -0.5516512  -2.7858984   0.43043095  0.98604965  0.23715353
 -0.24387607  0.28163752 -0.50628555 -0.28171566 -0.7066894  -1.4943427
  0.15274496  0.24206066 -0.5914941   0.97981805  1.240207    0.33368504
  0.45197135  0.2491189  -1.1216345   0.15854286  0.56545156  1.356261
  1.3740152   0.47922257  2.179049    1.1320748 ]"
