"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path","success","status_code","status_message"
false,"[]","Growing up in Houston, Texas, Brady began acting at the age of five when he landed the lead in an independent film. He discovered his natural love for acting in Texas, before pursuing his passion and moving to Los Angeles. Since, Brady has worked on feature films and television projects, such as ""Project X"", ""American Horror Story"", ""Those Who Can't"", and ""Chance"". Most recently he has worked on ""Lost Girls: Angie's Story"". He has two younger siblings, Taylar who is also an aspiring actress and a younger brother Brandon.","1996-08-29",,2,,996699,"nm1879875","Acting","Brady Hender","Katy, Texas, USA",5.139,"/diYYejeaDe6SF6oOpLoTfCYxCGO.jpg",,,
false,"[""마일즈 텔러""]","Miles Alexander Teller (born February 20, 1987) is an American actor. Born in Downingtown, Pennsylvania and an alumnus of NYU's Tisch School of Arts, he appeared in several short films and television movies before making his feature film debut in Rabbit Hole (2010). He had supporting roles in Footloose (2011) and Project X (2012), before garnering critical acclaim for his leading performance as Sutter Keely in The Spectacular Now (2013), for which he was awarded the Sundance Film Festival Special Jury Prize for Dramatic Acting and his role as Andrew Neiman in Whiplash, for which he was nominated for the Gotham Independent Film Award for Best Actor, the Satellite Award for Best Actor - Motion Picture, and the BAFTA Rising Star Award.","1987-02-20",,2,"https://www.facebook.com/MilesTeller/",996701,"nm1886602","Acting","Miles Teller","Downingtown, Pennsylvania, USA",64.522,"/cg3LW0xX6RKr8dmescxq1bepcb5.jpg",,,
false,"[""Bliss"",""Kirby Blanton"",""Kirby Bliss""]","An American actress. She is best known for her role in the 2012 comedy film Project X. The youngest of four children and started her career doing modeling and commercials in nearby Houston. After doing some month-long stunts in Los Angeles, she moved there permanently with her mother. Her first name was given because her parents expected her to be a boy, her middle name Bliss is her mother's maiden name.","1990-10-24",,1,,131771,"nm1926300","Acting","Kirby Bliss Blanton","The Woodlands, Texas, USA",4.038,"/ocjvHecG7af2WxqUbZhWg6o4ZC9.jpg",,,
false,"[""Daxflame"",""Madison Patrello""]","Madison Patrello, better known online as Daxflame, is an American YouTube Vlogger and actor, who joined YouTube in 2007. some of his known movie credits are 21 Jump Street (2012), Project X (2012), and 22 Jump Street (2014).","1991-11-05",,2,,996700,"nm3967702","Acting","Dax Flame","United States",7.976,"/z4maTsn8UfJ1QSWxA72EpJWZvO4.jpg",,,
false,"[""Jonathan Brown""]","Jonathan Daniel Brown is an American actor and director. He is the star of Kid Cannabis and got his start with the role of J. B. in Project X. Brown was offered one of the lead roles in the film Project X after a national open casting call. He, Thomas Mann and Oliver Cooper were three unknown actors when cast in the film.

In 2014, he starred in the lead role in the film Kid Cannabis. In 2017, his directorial debut Horseshoe Theory received a jury prize award at the Slamdance Film Festival. Brown was also a member of the leftist pop-culture podcast Struggle Session. On February 19, 2019, it was announced that Brown had decided to leave the show.",,,2,,225695,"nm3967854","Acting","Jonathan Daniel Brown","Tarzana, California, USA",8.557,"/xDsPJNDnrn3N0jelVrxdOchzhoo.jpg",,,
false,"[]","Oliver Cooper was born on December 2, 1989 in Toledo, Ohio. In 2009, at the age of 19, he moved to Los Angeles to pursue a career as an actor and quickly landed an internship at CONAN. While taking an acting class, a fellow classmate told him that Warner Brothers was looking for fresh young faces to star in the Todd Phillips produced Project X and that Cooper would be perfect. With no representation, Oliver enlisted his friend, a former child star, Shaun Weiss, to help him secure an audition. Judd Apatow, who had worked with Weiss on Heavyweights, put in a call to the casting office. With a head shot taken on a cell phone camera, and against-all-odds, Cooper landed one of the lead roles in his very first audition. His debut performance as Costa earned him two MTV Movie Award nominations for Best Comedic Performance and Best On-Screen Dirtbag.

Following up on the success of Project X, Oliver booked a supporting role in Runner Runner opposite Justin Timberlake and Ben Affleck as well as a season arc on the popular Showtime series Californication as Levon, the illegitimate son of David Duchovny and Heather Graham's characters.

In 2013 Cooper co-wrote and produced Four Dogs with his frequent collaborator Joe Burke who also directed the film. It premiered at the Los Angeles Film Festival to rave reviews and is available to stream on Amazon Prime. Shortly thereafter he developed a pilot for Comedy Central called The King of Chicago, which he co-wrote with Cody Oz and produced alongside Scott Stuber.

Oliver has since gone on to star in many shows and movies highlighted by his role as Wheeler, the stoner with a heart of gold, in the three season Amazon series Red Oaks, produced by Steven Soderbergh and directed by David Gordon Green. In 2018 Cooper appeared in Jason Reitman's The Front Runner alongside Hugh Jackman as young campaign aid Joe Trippi; and as Todd Krizelman, co-founder of the globe.com in Matthew Carnahan's National Geographic mini series Valley Of The Boom. Oliver also made a memorable appearance in season 2 of David Fincher's critically acclaimed Netflix series, Mindhunter, as infamous serial killer David Berkowitz aka The Son of Sam.","1989-01-01",,2,,225694,"nm3967796","Acting","Oliver Cooper","Toledo, Ohio, USA",4.173,"/dZyCpnWaW7gkTWOyhGUgg1xy19y.jpg",,,
false,"[]","Thomas Randall Mann, Jr. (born September 27, 1991) is an American actor. He is known for his roles in the films Project X (2012), Hansel & Gretel: Witch Hunters (2013), Me and Earl and the Dying Girl (2015), and Kong: Skull Island (2017).","1991-09-27",,2,,1142720,"nm3287038","Acting","Thomas Mann","Portland, Oregon, USA",19.282,"/a0HUkp968fF8tnHtnqcshZvMXMW.jpg",,,
false,"[""Tom Wilson"",""Thomas Wilson""]","Thomas Francis Wilson (born April 15, 1959) is an American actor, writer, musician, painter, voice-over artist and stand-up comedian. He is best known for playing Biff Tannen (and his grandson Griff Tannen and great-grandfather Buford ""Mad Dog"" Tannen) in the Back to the Future trilogy and Coach Ben Fredricks on NBC's Freaks and Geeks.

Description above from the Wikipedia article Thomas F. Wilson, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1959-04-15",,2,,1065,"nm0001855","Acting","Thomas F. Wilson","Philadelphia, Pennsylvania, USA",23.687,"/b5pr7ZizBHbWRp5tC7wjs2zIxc9.jpg",,,
false,"["" David La Biosa ""]","","1961-10-04",,2,,1217016,"nm0479530","Acting","David Labiosa","New York - USA",2.185,,,,
false,"[]","Vanessa Marquez was born on December 21, 1968 in Los Angeles County, California. She decided that she wanted to be an actress after she first saw The Wizard of Oz (1939) when she was only 3 or 4. She made her film debut as Ana Delgado in Stand and Deliver in 1988. In the Nineties Miss Marquez was very much in demand as an actress, appearing in such films as Twenty Bucks (1993), Bound by Honor (1993, also known as Blood In, Blood Out), and Father Hood (1993). On television she guest starred on such shows as Wiseguy, Seinfeld, Nurses, and Melrose Place. She appeared in the first three seasons on the hit TV show ER in the role of Nurse Wendy Goldman. Vanessa Marquez died on August 30, 2018 in South Pasadena, California.","1968-12-21","2018-08-30",1,,165285,"nm0549882","Acting","Vanessa Marquez","Los Angeles County, California, USA",3.462,"/8B0stRxSUO5ptMUsETCyynOtt4f.jpg",,,
false,"["" Stephen Eastin "",""Steve Easton""]","From Wikipedia, the free encyclopedia.

Steve Eastin (born June 22, 1948) is an American character actor. He has appeared in nearly 150 television and film roles throughout his decades long career.

Eastin was born in Colorado, where he began to study acting at the young age of six at his local theater. He received his Actor Equity card at age 16 when he performed in two musicals choreographed by Micheal Bennet. Later, he attended the University of Northern Colorado where he appeared in several productions at the Little Theater of the Rockies, whose alumni include Nick Nolte.

After college, Eastin received a fellowship to teach at the University of Arizona where he appeared in his first SAG role opposite Clint Eastwood in Joe Kidd. It was shortly after this when Eastin moved to Los Angeles to further pursue his acting career, enrolling in the Charles Conrad Studio upon arrival in 1974.

While attending Charles' class, Eastin became interested in teaching acting as well. In 1991, he founded his own acting school, The Steve Eastin Studio. The studio believes in what Eastin refers to as ""Choiceless Awareness"", where the actors do not read into the script, nor prepare their ""beats"" or think about what or how they may read their lines. Instead, the actors are encouraged to be in the moment and let their natural, emotional power take over and thus tap into the vast collective unconscious all humans are capable of attuning themselves to.

Eastin is best known for appearing in such films as Field of Dreams (1989), Con Air (1997) and A Man Apart (2003), where he developed a reputation as the tough guy with a heart of gold underneath. He played opposite Leonardo Dicaprio in two pivotal scenes in Catch Me if You Can (2002). Eastin has worked with such directors as Steven Spielberg, Brian De Palma, and Jason Reitman.

Eastin is also known for his numerous television appearances throughout the years on such shows as Little House on the Prairie, CHiPS, T.J. Hooker, St. Elsewhere and L.A. Law.

Description above from the Wikipedia article Steve Eastin, licensed under CC-BY-SA, full list of contributors on Wikipedia.​","1948-06-22",,2,,9276,"nm0247611","Acting","Steve Eastin","Colorado, USA",2.776,"/f6jwyMkbEmIzK70vUO8l0oQJjxX.jpg",,,
false,"[""Denni Trekho"",""Dan Trejo"",""Daniel Trejo"",""Dan \""Danny\"" Trejo"",""丹尼·特雷霍"",""Ντάνι Τρέχο"",""Денні Трехо""]","Dan Trejo (born May 16, 1944) is an American actor who has appeared in numerous Hollywood films, often as hypermasculine characters, villains and anti-heroes. Some of his notable films include Heat, Con Air, Machete, and Desperado, the latter two with frequent collaborator Robert Rodriguez.","1944-05-16",,2,,11160,"nm0001803","Acting","Danny Trejo","Los Angeles, California, USA",17.665,"/7JrUkRGBscZ1Hy5JinaaXjjzSCF.jpg",,,
false,"[""빙 레임스"",""Irving Rameses \""Ving\"" Rhames"",""Ирвинг Рамзес Рэймс "",""Винг Рэймс""]","An American actor best known for his work in Bringing Out the Dead, Pulp Fiction, Baby Boy, Don King: Only in America, and the Mission: Impossible film series. Rhames was born in New York City, New York, he entered New York's School of Performing Arts, where he discovered his love of acting. After high school, he studied drama at SUNY Purchase where he met fellow actor Stanley Tucci, who gave him his nickname ""Ving"". He later transferred to Juilliard, where he began his career in New York theater. Rhames first appeared on Broadway in the play The Winter Boys in 1984. Ving continued his rise to fame through his work in soap operas. He found work as a supporting actor, and came to the attention of the general public by playing the role of Marsellus Wallace in Pulp Fiction (1994). Rhames was also getting public exposure on television as Peter Benton's brother-in-law on the medical drama ER, a recurring role he filled for 3 seasons. Not long after, Rhames was cast with Tom Cruise as the ace computer hacker Luther Stickell in Brian De Palma's Mission: Impossible (1996). With solid performances in two of these highly popular productions, his face was now known to moviegoers; the work offers began rolling in more frequently and he can been seen in several popular films such as Con Air and Dawn of the Dead.  Rhames won a Golden Globe in 1998 for best actor in a TV miniseries for his performance in HBO's Don King: Only in America. At the ceremony Rhames gave his award to fellow nominee Jack Lemmon (who is White), saying ""I feel that being an artist is about giving, and I'd like to give this to you."" Lemmon was clearly touched by the gesture as was the celebrity audience who gave Lemmon a standing ovation. Lemmon, who tried unsuccessfully to give the award back to Rhames said it was ""one of the sweetest moments I've ever known in my life."" The Hollywood Foreign Press Association announced later that they would have a duplicate award prepared for Rhames.","1959-05-12",,2,,10182,"nm0000609","Acting","Ving Rhames","New York City, New York, USA",22.865,"/4gpLVNKPZlVucc4fT2fSZ7DksTK.jpg",,,
false,"[""Karmin Murcello""]","","1947-04-14",,1,,55261,"nm0613687","Acting","Karmin Murcelo",,2.683,"/w6mTa0fer8R8nrPpqmpd2BqnTdb.jpg",,,
false,"[]","Geoffrey Rivas is an actor and producer, known for La Bamba (1987), Walk of Shame (2014) and The Thirteenth Floor (1999).",,,2,,58651,"nm0729060","Acting","Geoffrey Rivas",,3.577,"/nUDNZ8X0zaaQMd7yejnJNIKb8EY.jpg",,,
false,"[""Reginald Perry "",""Билли Боб Торнтон"",""Μπίλι Μπομπ Θόρτον""]","Billy Bob Thornton (born August 4, 1955) is an American actor, screenwriter, director and musician. Thornton gained early recognition as a cast member on the CBS sitcom Hearts Afire and in several early 1990s films including On Deadly Ground and Tombstone. In the mid-1990s, after writing, directing, and starring in the independent film Sling Blade, he won an Academy Award for Best Adapted Screenplay. He appeared in several major film roles following Sling Blade 's success, including 1998's Armageddon and A Simple Plan. During the late 1990s, Thornton began a career as a singer-songwriter. He has released three albums and was the singer of a blues rock band.

Description above from the Wikipedia article Billy Bob Thornton, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1955-08-04",,2,,879,"nm0000671","Acting","Billy Bob Thornton","Hot Springs, Arkansas, USA",19.592,"/uJBFml6efjg34u2jvT5ugVa1cPI.jpg",,,
false,"[""Lenny Flaherty""]","","1942-07-27",,2,,3204,"nm0280890","Acting","Lanny Flaherty","Pontotoc, Mississippi, USA",5.654,"/xqxnzS4h1KwXv9G2PVIbhcDHeSG.jpg",,,
false,"[]","","1961-02-14",,2,,6321,"nm0735538","Acting","Valente Rodriguez","Edcouch, Texas, USA",5.972,"/mAYPkwhj2j8VIJyEQhhKA2BqqcH.jpg",,,
false,"[""Ray Cruz"",""Raymond Garcia""]","Raymund Cruz (born July 9, 1961) is a Mexican American actor. He is mostly known for playing military roles. His movie roles include Clear and Present Danger as Ding Chavez, The Substitute as Tom Berenger's second-in-command Joey Six, The Rock in an un-credited U.S. Marine role, From Dusk Till Dawn 2: Texas Blood Money as Jesus, Alien Resurrection as USM Private Vincent DiStephano, and Under Siege as Ramirez. He also appeared in the gang movie Blood In Blood Out, playing the role of Chuey, a gang member from the Vatos Locos. In 2005 he played Chino In Havoc. He also appears in Gremlins 2: The New Batch, credited as ""The Messenger,"" and in Training Day as a gang member named Sniper, the poker player who doesn't know that three-of-a-kind beats two pair.

He has made guest appearances in the Star Trek: Deep Space Nine episode ""The Siege of AR-558"", in The X-Files Season 4 episode ""El Mundo Gira"" and in the second season of 24 as a thug. In the Music Videoclip from Madonna Vogue ,He also made an appearance as the father of a murdered girl in CSI.

Cruz played a large distributor of methamphetamines named Tuco on Breaking Bad in 2008. He is now a regular cast member on the TV series The Closer. Cruz also had a recurring role as Paco on My Name Is Earl, and as Alejandro Perez on Nip/Tuck.

Description above from the Wikipedia article Raymond Cruz, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1961-07-09",,2,,58650,"nm0190441","Acting","Raymond Cruz","Los Angeles County, California, USA",13.032,"/1a0GyTD2v2HSDUGlGf69IGKdFmJ.jpg",,,
false,"[""Theodore Wilson""]","","1943-12-10","1991-07-21",2,,58649,"nm0934209","Acting","Teddy Wilson","New York City, New York, USA",1.725,,,,
false,"[]","Born in Panama City, Panama, Carlos traveled to the United States on an acting scholarship to Stephens College in Columbia, Missouri. After subsequent study at the University of Illinois and Wayne State University in Detroit, he began his professional career in New York, making his Broadway debut in the Circle-in-the-Square's production of ""The National Health."" Extensive stage work followed, including appearances at many of the country's regional theaters such as the Hartford Stage Company, Atlanta's Alliance Theater and Los Angeles' Mark Taper Forum. Pursuing a parallel career in arts administration, Carlos has been Executive Director of the Hispanic Organization of Latin Actors in New York, a panelist for the New York State Council on the Arts and a co-director of the JACK Arts Ensemble based in Los Angeles.","1948-04-05",,2,,33712,"nm0140033","Acting","Carlos Carrasco"," Panama City, Panama",3.688,"/a9SwtLdCPYu8TRdnieWsUrUsilG.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia. Tom Towles (March 20, 1950 – April 2, 2015) was an American actor.

Towles was born and raised in Chicago. He became an actor after a stint in the U.S. Marines, beginning with an uncredited performance in Dog Day Afternoon (1975). He has appeared in film and television extensively since the 1980s. He is probably best known for his turn in Henry: Portrait of a Serial Killer as a character modeled after Ottis Toole, Henry Lee Lucas' reputed accomplice in several murders. He has also appeared in Night of the Living Dead, The Rock, Blood in Blood Out, House of 1000 Corpses, and its sequel, The Devil's Rejects. Recently Tom also portrayed a vicious drug trafficking Aryan gang leader in the big screen adaptation of Miami Vice (he played a similar role as Aryan prison gang leader Red Rider in Blood In Blood Out) and had a cameo in one of the faux trailers Werewolf Women of the SS in Robert Rodriguez's Grindhouse. His television credits include appearances in NYPD Blue, L.A. Law, ER, Star Trek: Deep Space Nine (in the episode ""Dramatis Personae""), Star Trek Voyager, and Firefly.

Towles died on April 2, 2015, at the age of 65, in a hospital in Pinellas, Florida of complications following a stroke.

Description above from the Wikipedia article Tom Towles, licensed under CC-BY-SA, full list of contributors on Wikipedia.  ","1950-03-20","2015-04-02",2,,27736,"nm0869981","Acting","Tom Towles","Chicago, Illinois, U.S.",3.755,,,,
false,"[]","Delroy Lindo is an English director, writer and actor for stage and screen, best known for his film roles as West Indian Archie in Spike Lee's ""Malcolm X"", Catlett in ""Get Shorty"", Detective Castlebeck in ""Gone in 60 Seconds"", and Woody Carmichael in ""Crooklyn"".","1952-11-18",,2,"http://authenticdelroylindo.com/index.html",18792,"nm0005148","Acting","Delroy Lindo","Eltham, London, England, UK",5.592,"/kLwUBBmEIdchrLqwsYzgLB2B6q5.jpg",,,
false,"[""Victor Rivas Rivers""]","Victor Rivers (born Victor Rivas in Sancti Spíritus, Cuba) is an actor, known for The Mask of Zorro (1998), Blood In, Blood Out (1993) and Hulk (2003). He has been married to Mim Eichler Rivas since 1988. They have one child.","1955-10-01",,2,,58648,"nm0729582","Acting","Victor Rivers","Sancti Spíritus, Cuba",6.118,"/9oWhFs2oRzaYOKqs0bGDZ2KGvuZ.jpg",,,
false,"[""E.J. Castillo""]","Castillo was a founding member of The Latino Theater Company. He co-wrote the company’s plays Stone Wedding and August 29. In addition to the plays, he wrote and directed the film The History of The Latino Theater Company, a documentary chronicling the theater company, and co-produced the company’s annual comedy fundraiser Noche de Risa y Susto.  In 1997 Castillo created Four Brown Hats Entertainment (FBHE), a film

 and theater production company. With FBHE, he adapted and directed The Last Angry Brown Hat. Following this, he wrote and directed Veteranos: A Legacy of Valor, a theater piece honoring the military contributions by Latinos in America’s defense.  Among his completed feature film scripts are Yo Solo, The Cobra, Valley of the Dead, Deerdancer, and The Last Angry Brown Hat. ​","1949-12-10",,2,,16427,"nm0145049","Acting","Enrique Castillo","Calexico, California, USA",3.097,"/aKuTti43jY8LZr2oKDcQWdAhnLq.jpg",,,
false,"[]","","1962-08-01",,2,,58647,"nm0001963","Acting","Jesse Borrego",,9.853,"/bK9cPqXTJSRN72ZDKN3UXlKN3gU.jpg",,,
false,"[""Дэмиан Чапа""]","Damian Robert Chapa (born October 29, 1963) is a Mexican-American actor, film director and film producer.

Chapa was born in Dayton, Ohio, USA. He was briefly married to Natasha Henstridge. Among his earlier notable film roles are one of the leads in Taylor Hackford's Blood In Blood Out and the part of Ken in the film adaptation of Street Fighter. Subsequently, Chapa has directed and produced, in addition to starring in, his own films. These movies include 1998's Kill You Twice, 2000's The Lonely Life of Downey Hall, 2002's Man of Faith, 2004's Shade of Pale, 2004's El Padrino, and 2006's I.R.A.: King of Nothing.

Chapa co-wrote and directed Polanski Unauthorized, a biopic of Roman Polanski, in which he played the title role. It was released on February 13, 2009, in Los Angeles, California. Chapa will begin filming the only film about Marlon Brando ever to be made, in June 2010 called Brando Unauthorized. He followed this with ""Vatos Locos"", starring himself. Albert Pyun was supposed to direct, but left the project following a dispute over his salary, so Chapa directed himself. The film is about the Chinese mafia in Los Angeles and how the Mexican gang boys, known as ""vatos,"" fought back and defeated the Chinese gang-bangers.

As of 2011, Chapa has yet another project in development, an indie drama titled ""The Best So Far,"" which takes place in the late 80's, about a small-town Canadian girl who loves Judo and dreams about being one of the finalists at the '88 Olympics. The ensemble drama follows the lines of Rocky, in the sense that it's not about winning, but going the distance and getting your life back. Chapa, who wrote the drama, will play the widowed father, who does his best to make life easier for his daughter. Although the film is in its very early development stages, Chapa hopes the script will attract the interest of talented artists such as Ellen Page for the main role and Jennifer Connelly for the supporting role, this being the part of the final, toughest competition Page's character faces off during the '88 Olympics and gets defeated by. Although not winning, she gets her sense of victory be offering a brave stand against the better fighter, and both discover, in the process, they are quite simillar, despite their differences. Insiders who had a chance to read the script stated that it is one of the finest not-yet-filmed scripts they had ever seen. Acclaimed director David Cronenberg asked for New Line to bid for the script, but Chapa wouldn't sell it, because of his determination to direct the picture himself. The project is slated to be shot sometime in mid-2012, for tentative release in 2013 at the Sundance Film Festival.

Description above from the Wikipedia article Damian Chapa, licensed under CC-BY-SA, full list of contributors on Wikipedia​","1963-10-29",,2,,58646,"nm0152082","Acting","Damian Chapa","Dayton, Ohio, USA",3.891,"/MAJFUqA0FP3wbRqMSw9ALEuSgP.jpg",,,
false,"[]","",,,0,,1379305,"nm5060769","Acting","Daniel Chapple",,2.405,"/3w5H4806NWoZmWwG52FVJ1BqNBF.jpg",,,
false,"[]","Jude Poyer is an actor and a stunt performer.",,,2,,65952,"nm0694706","Acting","Jude Poyer",,1.238,"/opYKg780B04qK0bPQptj1qWtjm9.jpg",,,
false,"[]","",,,0,,1504805,"nm1250133","Acting","Carlos Peres",,1.604,"/vmGajLylZbFd2zXw0P4ltKUrEZ0.jpg",,,
false,"[]","",,,2,,35391,"nm2728862","Acting","Alastair MacIntosh",,1.054,,,,
false,"[]","",,,0,,1504804,"nm7115495","Acting","Chester King",,1.012,,,,
false,"[]","",,,0,,35390,"nm2728857","Acting","Bimbo Hart",,7.736,,,,
false,"[]","",,,0,,1504803,"nm7115494","Acting","Charles Filmer",,1.628,,,,
false,"[]","",,,0,,1504802,"nm7115493","Acting","Nick English",,0.6,,,,
false,"[]","James Clayton is an actor, known for Kingsman: Serviciul secret (2014).",,,2,,1504801,"nm7115492","Acting","James Clayton",,0.6,,,,
false,"[]","",,,0,,1504800,"nm3370324","Acting","Lukwesa Burak",,0.6,,,,
false,"[]","",,,0,,1504799,"nm1242230","Acting","Jayne Secker",,3.028,"/7oxqYx4nm6S6ibyvPRKVaBxuJyD.jpg",,,
false,"[]","",,,1,,1504798,"nm5079249","Acting","Sarah Hewson",,3.842,"/2VtYXKWfeHI02s6EknTKJuzH6gu.jpg",,,
false,"[]","",,,0,,1504797,"nm7300811","Acting","Lazara Storm",,0.6,,,,
false,"[]","",,,2,,344269,"nm0338335","Acting","Simon Green",,1.4,,,,
false,"[]","",,,0,,1504796,"nm6452115","Acting","Andrei Lenart",,0.738,"/5n1S06vvL7YgurFYfG9QNgRV5yM.jpg",,,
false,"[]","",,,0,,1503916,"nm1527333","Acting","Andrew Bridgmont",,0.84,"/h7RaUzUnaJxkz7dsK47MRJIue3b.jpg",,,
false,"[]","Richard Brake (born 30 November 1964) is a Welsh/American actor. Description above from the Wikipedia article Richard Brake, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1964-11-30",,2,,3901,"nm0104114","Acting","Richard Brake","Ystrad Mynach, Hengoed, Wales",18.275,"/JwsiErANShzPSdYsNoiNYdrSg1.jpg",,,
false,"[]","",,,0,,1273332,"nm4935233","Acting","Johanna Taylor",,0.893,"/aRNfsLq4PhMsnq2QnRbGz5FZIHz.jpg",,,
false,"[""Hanna Ahlström"",""Hanna Alstrom"",""Hanna Carolina Alström""]","Hanna Carolina Alström is a Swedish actress.

She started acting at Unga Teatern when she was 5 years old, then together with her older sister Sara, and the theatre was directed by Maggie Widstrand. The theatre group played at many theatres in Stockholm. When Alström was 6, she appeared in Staffan Götestam's play Gränsland at Puckteatern and at the Gröna Lund Theatre. Later she played some child roles at the Royal Dramatic Theatre. She studied at Sankt Eriks gymnasium and later at the Swedish National Academy of Mime and Acting. In 2014 she played Princess Tilde in the film Kingsman: The Secret Service.","1981-03-05",,1,,931785,"nm0022609","Acting","Hanna Alström"," Stockholm,  Sweden",22.409,"/7c9tjRFDQfxP37U5BgfoMdpu5Dw.jpg",,,
false,"[]","Bjørn Floberg (born 12 September 1947) is a Norwegian actor of film, television, and theatre. He is particularly noted for playing unsympathetic authority figures, but he has also had success playing other types of roles.

Description above from the Wikipedia article Bjørn Floberg, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1947-09-12",,2,,67988,"nm0282463","Acting","Bjørn Floberg","Oslo, Norway",7.655,"/6u4JF8b1slQp9nYXNYDkPrhu7w7.jpg",,,
false,"[]","",,,1,,1504794,"nm2753020","Acting","Fiona Hampton",,3.419,"/yBbOR2LdCC5HSAbVGebNpAqLe50.jpg",,,
false,"[]","Actor, writer and producer, Tom Prior, is known for his work on both the screen and stage.

Tom trained at the Royal Academy of Dramatic Art (RADA) graduating in 2012. His acting work includes; The Theory of Everything (2014 / Working Title) playing Eddie Redmayne's son Robert Hawking. Kingsman: The Secret Service (2014 / Twentieth Century Fox, Marv Films) and Endeavour (2014) series for ITV.

Tom co-wrote Firebird (2020), a touching love story, based on true events, set in the Soviet Air Force, during the Cold War - in which he plays the lead role. He also produced the film. He recently completed his latest acting role playing Private Love, in Just Noise (2020), telling the true story of the British Government's cover up of military intervention during the struggle for independence in Malta.

Tom has starred in London's West End productions of Tory Boyz (by James Graham), Prince of Denmark, and Romeo & Juliet. Tom was selected to train with the National Youth Theatre REP Company, he was one of 15 actors selected from around the UK; working in collaboration with the National Theatre, BBC, Royal Shakespeare Company. He wrote his first short film Breaking the Circle in 2014.","1990-12-02",,2,,1361963,"nm4350114","Acting","Tom Prior","England, UK",4.36,"/a69CXhQ6rDIqYUYEDa7DLOqOECX.jpg",,,
false,"[]","",,,2,,1499829,"nm4528664","Acting","Rowan Polonski",,1.726,"/aDGwROigIcdb0Y8gvCvva3F1fxy.jpg",,,
false,"[]","",,,0,,1499830,"nm6235008","Acting","Nicholas Agnew",,0.84,"/wnTHDusaZX6eRoEPC9nw1r1di6E.jpg",,,
false,"[""Джек Катмор-Скотт""]","","1987-04-16",,2,,1499831,"nm6340808","Acting","Jack Cutmore-Scott","London, England, U.K.",10.639,"/hqSKCld4ISWzgfAKfCt8xrGsWxb.jpg",,,
false,"[]","",,,0,,1499832,"nm4874451","Acting","Nicholas Banks",,2.416,"/anIfuSU68OJ7r7TpkCr0GMnDJmi.jpg",,,
false,"[]","","1987-06-23",,2,,1322314,"nm5685205","Acting","Edward Holcroft","London, England",7.277,"/hLsZyePiRMTrqlHalPh8f5dLRIE.jpg",,,
false,"[]","",,,2,,1278131,"nm1300280","Acting","Paul Kennington",,1.452,"/zd73bf0gF9ws8jvgrcg1DNNBnxa.jpg",,,
false,"[]","Morgan Watkins is an English film, television and stage actor.  He studied acting at the Royal Academy of Dramatic Art (RADA) in London where he was awarded a BA in Acting degree in 2009.",,,2,,1322313,"nm2744497","Acting","Morgan Watkins","Camden, London, England, UK",1.8,"/9uVJgLyyQewhlsLyVJdyIP0T0Bd.jpg",,,
false,"[]","",,,0,,1364003,"nm2713033","Acting","Tobi Bakare","London, England",6.048,"/2rtIhQwkvYGJBF5pBa1BGsfrhdc.jpg",,,
false,"[""Theo Barklem Biggs""]","","1990-01-01",,2,,1013048,"nm3174795","Acting","Theo Barklem-Biggs",,7.905,"/r1xIDN0ca9NRngD7m560yuZg2Sp.jpg",,,
false,"[]","","1974-01-01",,2,,199529,"nm1316651","Acting","Jordan Long",,2.85,"/ew39mDa4vhhylYnRg5nC8USOwTf.jpg",,,
false,"[]","From Wikipedia, the free encyclopedia

Geoff Bell (born 1963) is an English actor.

Description above from the Wikipedia article Geoff Bell (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia. ​","1963-01-01",,2,,6969,"nm1052141","Acting","Geoff Bell","London, England, UK",9.733,"/8aNglSp8fyxZLaJ1YtkYrssBGgN.jpg",,,
false,"[]","",,,0,,1504793,"nm7014019","Acting","Alex Nikolov",,2.304,,,,
false,"[""Adrian Quentin""]","",,,0,,1504792,"nm6244464","Acting","Adrian Quinton",,0.6,,,,
false,"[]","",,,2,,1499833,"nm5956650","Acting","Jonno Davies",,0.6,"/h0lmnhoYzKNClKSjpKxZ2DLqlK3.jpg",,,
false,"[""Samantha Janus"",""Samantha Zoe Womack""]","Samantha Zoe Womack (nee Janus) is an English actress,singer and director, both on television and stage. In recent years she has been best known for playing the role of Ronnie Mitchell in Eastenders, but made her name in the mid-1990s as Mandy Wilkins in Game On, and also represented the UK in the Eurovision Song Contest 1991.","1972-11-02",,1,,78952,"nm0418379","Acting","Samantha Womack","Brighton, East Sussex, England, UK",7.571,"/bvOnVGapPivDTqfIpjpMNZGCeww.jpg",,,
