"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[]","William Friedkin is an American film director, producer and screenwriter best known for directing The French Connection in 1971 and The Exorcist in 1973; for the former, he won the Academy Award for Best Director. Some of his other films include Sorcerer, Cruising, To Live and Die in L.A., Jade, Rules of Engagement, The Hunted, Bug, and Killer Joe.

As mentioned in Friedkin's voice-over commentary on the DVD re-release of Alfred Hitchcock's Vertigo, Friedkin directed one of the last episodes of The Alfred Hitchcock Hour in 1965, called ""Off Season"". Hitchcock admonished Friedkin for not wearing a tie while directing.

In 1965 Friedkin moved to Hollywood and two years later released his first feature film, Good Times starring Sonny and Cher. Several other ""art"" films followed, including the adaptation of Mart Crowley's The Boys in the Band and most notably The Birthday Party, based on an unpublished screenplay by Harold Pinter, which he adapted from his own play. Friedkin, however, did not want to be known as an art house director, but rather for action and serious drama through stories about an America upended by crime, hypocrisy, the occult, and amorality. All of which he mounted up into his films to reflect what was going on in an America that was changing in the wake of Vietnam, the Sexual Revolution, and Watergate.

In 1971, his The French Connection was released to wide critical acclaim. Shot in a gritty style more suited for documentaries than Hollywood features, the film won five Academy Awards, including Best Picture and Best Director. Friedkin followed up with 1973's The Exorcist, based on William Peter Blatty's best-selling novel, which revolutionized the horror genre and is considered by some critics to be one of the greatest horror movies of all time. The Exorcist was nominated for 10 Academy Awards, including Best Picture and Best Director. It won the Best Screenplay and Best Sound Mixing.

Following these two pictures, Friedkin, along with Francis Ford Coppola and Peter Bogdanovich, was deemed one of the premier directors of New Hollywood; In 1973 the trio announced the formation of an independent production company at Paramount, The Directors Company. Whereas Coppola directed The Conversation and Bogdanovich, the Henry James adaptation, Daisy Miller, Friedkin abruptly left the company, which was soon closed by Paramount. 

Friedkin's later movies did not achieve the same success. 

Throughout the 1980s and 1990s, Friedkin's films received mostly lackluster reviews and moderate ticket sales. However, his action/crime movie To Live and Die in L.A. (1985), starring William Petersen and Willem Dafoe, was a critical favorite and drew comparisons to Friedkin's own The French Connection (particularly for its car-chase sequence). In 2011 Friedkin directed Killer Joe, a black comedy written by Tracy Letts, and starring Matthew McConaughey. Killer Joe premiered at the 68th Venice International Film Festival, prior to its North American debut at the 2011 Toronto International Film Festival. 

In April 2013 Friedkin published a memoir, The Friedkin Connection. He was presented with a lifetime achievement award at the 70th Venice International Film Festival in September.","1935-08-29",,2,,15175,"nm0001243","Directing","William Friedkin","Chicago, Illinois, USA",2.195,"/vwnXXtxNfugPpQp2AScB3wPdCiz.jpg"
false,"[]","Jonathan Charles ""Jon"" Turteltaub is an American film director and producer. He is a graduate of Wesleyan University and the USC School of Cinematic Arts. He is the son of television comedy writer Saul Turteltaub.

He has directed several successful mainstream films for the Walt Disney Studios, including; 3 Ninjas (1992), Cool Runnings (1993), While You Were Sleeping (1995), Phenomenon (1996), Instinct (1999), Disney's The Kid (2000), 2004's National Treasure, as well as its 2007 sequel National Treasure: Book of Secrets, and The Sorcerer's Apprentice.

Turteltaub produced the CBS television series, Jericho, and also directed the first three episodes, ""Pilot"", ""Fallout"", and ""Four Horsemen"".","1963-08-08",,2,,12962,"nm0005509","Directing","Jon Turteltaub","New York City, New York, USA",3.922,"/embHCkQj1fs1PaISQSQQbi9TjHj.jpg"
false,"[""연상호""]","Yeon Sang-ho (born 1978) is a South Korean film director and screenwriter. He wrote and directed the animated films The King of Pigs (2011) and The Fake (2013), and the live-action film Train to Busan (2016).","1978-01-01",,2,,939147,"nm3613566","Directing","Yeon Sang-ho","Seoul, South Korea",8.814,"/dLP1p4AkU1zwJkDboct58Uub9S7.jpg"
false,"[]","Mira Nair (born October 15, 1957) is an Indian film director and producer based in New York. Her production company is Mirabai Films.

She was educated at Delhi University and Harvard University. Her debut feature film, Salaam Bombay! (1988), won the Golden Camera award at the Cannes Film Festival and also earned the nomination for Academy Award for Best Foreign Language Film. She used the proceeds of the film, to establish an organization for street children, called the Salaam Baalak Trust in India. She often works with longtime creative collaborator, screenwriter Sooni Taraporevala, whom she met at Harvard.

She has won a number of awards, including a National Film Award and various international film festival awards, and was a nominee at the Academy Awards, Golden Globes, BAFTA Awards and Filmfare Awards. She was also awarded the India Abroad Person of the Year-2007, which was presented by Indra Nooyi, Chairperson and CEO, PepsiCo, Inc, and India Abroad Person of the Year-2006.

Her most recent films included Vanity Fair with Reese Witherspoon, The Namesake, and Amelia.

Description above from the Wikipedia article Mira Nair, licensed under CC-BY-SA, full list of contributors on Wikipedia","1957-10-15",,1,,6495,"nm0619762","Directing","Mira Nair","Rourkela, Orissa, India",1.138,"/AwpYt2FDZL7dN5HFE1XVJRjh9D4.jpg"
false,"[]","Walter Hugo Khouri was born in São Paulo, in 1929, and through his career directed 25 feature-length films, beginning after working as a technician at the Vera Cruz Film Company during the production of ""O Cangaceiro"". Debuting with 1951s ""O Gigante de Pedra"", Khouri was a complete auteur, working as screenwriter, director, camera operator and editing supervisor for most of his films.

During his career, Khouri filmed the moral decadence of the Brazilian bourgeoisie and the erotic aesthetics as a personal, psychological issue. His works focused on the existential character of Brazilian society's upper classes. His filmes are marked by the presence of Marcelo, a recurring character that serves as an avatar and alter-ego for Khouri himself. He died in São Paulo in 2003, at age 73.","1929-10-21","2003-06-27",2,,570953,"nm0451891","Directing","Walter Hugo Khouri","Sao Paulo - Brazil",3.622,"/uAJBmAdsQnm5Vx0MlPzAXY4aDy6.jpg"
false,"["" Sir Ridley Scott"",""Ридли Скотт"",""雷利·史考特"",""ริดลีย์ สก็อตต์"",""리들리 스콧"",""ريدلي سكوت"",""リドリー・スコット"",""Ридли Скот"",""Ridley Leighton Scott"",""雷德利·斯科特""]","Ridley Scott was born on 30th November, 1937, in South Shields, Tyne and Wear, England, the son of Elizabeth and Colonel Francis Percy Scott. He was raised in an Army family, meaning that for most of his early life, his father — an officer in the Royal Engineers — was absent. Ridley's older brother, Frank, joined the Merchant Navy when he was still young and the pair had little contact. During this time the family moved around, living in (among other areas) Cumbria, Wales and Germany. He has a younger brother, Tony, also a film director. After the Second World War, the Scott family moved back to their native north-east England, eventually settling in Teesside (whose industrial landscape would later inspire similar scenes in Blade Runner). He enjoyed watching films, and his favourites include Lawrence of Arabia, Citizen Kane and Seven Samurai. Scott studied in Teesside from 1954 to 1958, at Grangefield Grammar School and later in West Hartlepool College of Art, graduating with a Diploma in Design. He progressed to an M.A. in graphic design at the Royal College of Art from 1960 to 1962.

At the RCA he contributed to the college magazine, ARK and helped to establish its film department. For his final show, he made a black and white short film, Boy and Bicycle, starring his younger brother, Tony Scott, and his father. The film's main visual elements would become features of Scott's later work; it was issued on the 'Extras' section of The Duellists DVD. After graduation in 1963, he secured a job as a trainee set designer with the BBC, leading to work on the popular television police series Z-Cars and the science fiction series Out of the Unknown. Scott was an admirer of Stanley Kubrick early in his development as a director. For his entry to the BBC traineeship, Scott remade Paths of Glory as a short film.

He was assigned to design the second Doctor Who serial, The Daleks, which would have entailed realising the famous alien creatures. However, shortly before Scott was due to start work, a schedule conflict meant that he was replaced on the serial by Raymond Cusick.

At the BBC, Scott was placed into a director training programme and, before he left the corporation, had directed episodes of Z-Cars, its spin-off, Softly, Softly, and adventure series Adam Adamant Lives!

In 1968, Ridley and Tony Scott founded Ridley Scott Associates (RSA), a film and commercial production company.Five members of the Scott family are directors, all working for RSA. Brother Tony has been a successful film director for more than two decades; sons, Jake and Luke are both acclaimed commercials directors as is his daughter, Jordan Scott. Jake and Jordan both work from Los Angeles and Luke is based in London.

In 1995, Shepperton Studios was purchased by a consortium headed by Ridley and Tony Scott, which extensively renovated the studios while also expanding and improving its grounds.  ","1937-11-30",,2,"http://www.rsafilms.com/",578,"nm0000631","Directing","Ridley Scott","South Shields, County Durham, England, UK",17.065,"/zABJmN9opmqD4orWl3KSdCaSo7Q.jpg"
false,"[""براين سينجر"",""Брайан Сингер"",""布萊恩·辛格"",""ไบรอัน ซิงเกอร์"",""ブライアン・シンガー"",""브라이언 싱어""]","Bryan Singer (born September 17, 1965) is an American film director and producer. Singer won critical acclaim for his work on The Usual Suspects, and is especially well-known among fans of the science fiction and comic book genres for his work on the first two X-Men films and Superman Returns.

Description above from the Wikipedia article Bryan Singer, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1965-09-17",,2,,9032,"nm0001741","Directing","Bryan Singer","New York City, New York, USA",5.085,"/ts06thbCv9Ug2mNpcbcrmLGRL4Q.jpg"
false,"[""Майкл Бэй"",""麥可·貝"",""マイケル・ベイ"",""마이클 베이"",""مايكل بي"",""ไมเคิล เบย์""]","Michael Benjamin Bay (born February 17, 1965 in Los Angeles, California, USA) is a film director and producer. He is best known for directing high-budget action films characterized by fast edits, polished visuals and substantial use of practical effects. His films, which include ""The Rock"" (1996), ""Armageddon"" (1998), ""Pearl Harbor"" (2001) and entries in the ""Bad Boys"" (1995-2003) and ""Transformers"" (2007-2017) series, have grossed over three billion dollars worldwide. He is co-founder of commercial production house The Institute, a.k.a. The Institute for the Development of Enhanced Perceptual Awareness; he is co-chair and part-owner of the special effects house Digital Domain; and he co-owns Platinum Dunes, a production company which has remade horror movies including ""The Texas Chainsaw Massacre"" (2003), ""Friday the 13th"" (2009) and ""A Nightmare on Elm Street"" (2010).","1965-02-17",,2,"http://www.michaelbay.com/",865,"nm0000881","Production","Michael Bay","Los Angeles, California, USA",15.268,"/8I9H9IKROECFEn7usvyChbRMhbI.jpg"
false,"[""Τζέιμς Μάνγκολντ"",""제임스 맨골드"",""Джеймс Мэнголд""]","James Mangold (born December 16, 1963) is an American film and television director, screenwriter and producer. He is best known for the films Cop Land (1997), Girl, Interrupted (1999), Walk the Line (2005), The Wolverine (2013) and Logan (2017), the last of which earned him a nomination for the Academy Award for Best Adapted Screenplay. He then directed and produced the sports drama film Ford v Ferrari (2019), which earned him a nomination for the Academy Award for Best Picture.","1963-12-16",,2,,366,"nm0003506","Directing","James Mangold","New York City, New York, USA",10.244,"/pk0GDjn99crNwR4qgCCEokDYd71.jpg"
false,"[""Daniel Lee Yan-Gong"",""李仁港"",""Lee Yan-Kong""]","Daniel Lee Yan-Kong is a Hong Kong film director, screenwriter, assistant director and art director.

Description above from the Wikipedia article Daniel Lee, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1960-04-27",,2,,57832,"nm0496752","Directing","Daniel Lee Yan-Kong","Colonia inglese di Hong Kong",2.723,"/krh7BlbDEov6T1EC7eoBJGAm5dw.jpg"
false,"[]","Cecil Blount DeMille (August 12, 1881 – January 21, 1959) was an American film director and Academy Award-winning film producer in both silent and sound films. He was renowned for the flamboyance and showmanship of his movies. Among his best-known films are The Ten Commandments (1956), Cleopatra (1934), and The Greatest Show on Earth (1952), which won the Academy Award for Best Picture.

Description above from the Wikipedia article Cecil B. DeMille, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1881-08-12","1959-01-21",2,"https://www.cecilbdemille.com/",8636,"nm0001124","Directing","Cecil B. DeMille","Ashfield, Massachusetts, USA",8.742,"/xMh7QPEm6bohkpmyGIvbWaq6097.jpg"
false,"[""Mark Hermann"",""마크 허만""]","From Wikipedia, the free encyclopedia

Mark Herman (born 1954 in Bridlington, East Riding of Yorkshire, England) is an English film director and screenwriter notable for writing &amp; directing the 2008 film The Boy in the Striped Pyjamas.

Mark Herman was educated at Woodleigh School, North Yorkshire. He was late entering the film industry. Aged 27 he was drawing cartoons at art college before becoming involved in drama when he began studying film at Leeds Polytechnic, now the Metropolitan University of Leeds. He then trained as an animator at the National Film School in London.

He moved away from animation and continued to study directing. He also wrote lyrics for The Christians.

Herman’s first feature-length project was Blame It on the Bellboy (1992), a comedy of mistaken identity starring Dudley Moore and Bryan Brown.

Next, Herman wrote and directed the critically acclaimed Brassed Off (1996), following the members of a colliery brass band, still struggling to survive a decade after the miners' strike.

In Little Voice (1998), adapted by Herman from Jim Cartwright's play The Rise and Fall of Little Voice, Jane Horrocks reprises the title role of a harried young woman whose only escape lies in the memory of her father and in imitating the singers he admired. This film gave Michael Caine the opportunity for his best performance to date.

Purely Belter (2000), adapted by Herman from Jonathan Tulloch's novel The Season Ticket, is the story of two teenage boys trying to get together enough money for a couple of Newcastle United F.C. season tickets.

Hope Springs (2003), is an adaptation of New Cardiff.

His most recent work is the adaptation of The Boy in the Striped Pyjamas. It was produced by David Heyman and stars David Thewlis, Vera Farmiga, Sheila Hancock and Rupert Friend. Herman directed and adapted the work.

Mark Herman is a fellow of Film and Television Production, York St John University, York, England.

Description above from the Wikipedia article Mark Herman, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1954-01-01",,2,,55299,"nm0379179","Directing","Mark Herman","Bridlington, East Riding of Yorkshire, England",0.829,
false,"[""斯蒂芬·斯皮尔伯格"",""สตีเวน สปีลเบิร์ก"",""スティーヴン・スピルバーグ"",""스티븐 스필버그"",""ستيفن سبيلبرغ"",""Стивен Спилберг"",""Stīvens Spīlbergs"",""סטיבן שפילברג"",""स्टीवन स्पिलबर्ग"",""Стевен Спиелберг"",""Stevenas Spielbergas"",""Στίβεν Σπίλμπεργκ"",""اسٹیون اسپیلبرگ"",""స్టీవెన్ స్పీల్బర్గ్"",""ಸ್ಟೀವನ್ ಸ್ಪೀಲ್ಬರ್ಗ್"",""ஸ்டீவன் ஸ்பில்பேர்க்"",""ስቲቨን ስፒልበርግ"",""Սթիվեն Սփիլբերգ"",""স্টিভেন স্পিলবার্গ"",""ស្តេវិនស្ពៀលប៊ឺក"",""Стівен Спілберґ"",""斯蒂文·斯皮尔伯格"",""სტივენ სპილბერგი""]","Steven Allan Spielberg (born December 18, 1946) is an American film director, producer, and screenwriter. He began his career in the New Hollywood era and is currently the most commercially successful director. Spielberg is the recipient of various accolades, including three Academy Awards (with two for Best Director), a Kennedy Center honor, a Cecil B. DeMille Award, and an AFI Life Achievement Award.

Spielberg was born in Cincinnati, Ohio, and grew up in Phoenix, Arizona. He later moved to California and studied film in college. After directing television episodes and several minor films for Universal Studios, he became a household name for directing 1975's summer blockbuster Jaws. He then directed box office successes Close Encounters of the Third Kind (1977), E.T. the Extra-Terrestrial (1982), and the adventure films in the Indiana Jones series. Spielberg later explored drama in The Color Purple (1985) and Empire of the Sun (1987).

After a brief hiatus, he directed back to back box office successes with the acclaimed science fiction action film Jurassic Park and the holocaust drama Schindler's List (both 1993). In 1998, he directed the World War II epic Saving Private Ryan, which was both a critical and commercial success. Spielberg continued in the 2000s with science fiction, including A.I. Artificial Intelligence (2001), Minority Report (2002) and War of the Worlds (2005). He has since directed several fantasy films including The Adventures of Tintin (2011), and Ready Player One (2018), the historical dramas War Horse (2011), Lincoln (2012), The Post (2017), and the musical West Side Story (2021).

In addition to filmmaking, he co-founded Amblin Entertainment and DreamWorks, and has served as a producer for many television series and films. Spielberg is also known for his long time collaboration with composer John Williams, with whom he has worked for all but five of his feature films. Several of Spielberg's works are among the highest-grossing films of all time and have received acclaim; seven of his films have been inducted into the National Film Registry by the Library of Congress as being ""culturally, historically, or aesthetically significant"".","1946-12-18",,2,"https://amblin.com/",488,"nm0000229","Directing","Steven Spielberg","Cincinnati, Ohio, USA",26.546,"/tZxcg19YQ3e8fJ0pOs7hjlnmmr6.jpg"
false,"[]","Garth Davis (born 1974, in Brisbane) is an Australian commercial, television and film director. He is known for directing the Oscar-nominated film Lion (2016).","1974-01-01",,2,,1173102,"nm0204628","Directing","Garth Davis"," Australia",1.4,"/lqxIIqqe7T64Oj6I9mofH2irDfd.jpg"
false,"[]","Thomas Carter (born July 17, 1953) is an American film and television director known for Swing Kids, Save the Last Dance with Julia Stiles, and Coach Carter with Samuel L. Jackson.

As an actor, Carter is probably best known for his work on the television series The White Shadow, playing James ""Hollywood"" Hayward, a high school basketball star with a high IQ for justice.

Description above from the Wikipedia article Thomas Carter (film director), licensed under CC-BY-SA, full list of contributors on Wikipedia.","1953-07-17",,2,,52038,"nm0141961","Directing","Thomas Carter","Austin, Texas, USA",3.375,"/qMaOQS043TLi5WjcosW9jZfB2HW.jpg"
false,"[]","","1965-09-10",,2,,1548846,"nm0042768","Directing","Alexandre Avancini","São Paulo, São Paulo, Brazil",0.861,"/sD5tv1zftF0R5BRFnFQqJ2FaMkF.jpg"
false,"["" Вольфганг Петерсен""]","​From Wikipedia, the free encyclopedia.

Wolfgang Petersen  (born 14 March 1941) is a German film director and screenwriter. His films include The NeverEnding Story, Enemy Mine, Outbreak, In the Line of Fire, Air Force One, The Perfect Storm, Troy, and Poseidon. He was nominated for two Academy Awards for the 1981 World War II submarine warfare film Das Boot.

Description above from the Wikipedia article Wolfgang Petersen, licensed under CC-BY-SA, full list of contributors on Wikipedia","1941-03-14",,2,,5231,"nm0000583","Directing","Wolfgang Petersen","Emden, Germany",5.743,"/whnyJpavNvYOqylpgMXZ1ocsOId.jpg"
false,"[""片渕 須直""]","Sunao Katabuchi (片渕須直 Katabuchi Sunao, born in August, 1960) is a Japanese director of anime, and an instructor at the college of Art of Nihon University.","1960-08-10",,2,,239858,"nm0441090","Directing","Sunao Katabuchi","Hirakata, Osaka Prefecture, Japan",2.352,"/i68kRMk1cQtETDOTmPwiJLOjqfU.jpg"
false,"[]","","1982-08-19",,2,,1331465,"nm1358366","Directing","Andrew Hyatt","Longmont, Colorado",0.6,
false,"[""Todd Philips"",""Todd Philipps""]","American screenwriter and film director Todd Phillips made his first while a junior at NYU and it went on to become one of the biggest grossing student films at the time, even getting a limited theatrical release.; the feature-length documentary “Hated: GG Allin and the Murder Junkies” He is best known for directing the comedy films Road Trip, Old School, The Hangover, and Due Date.

Phillips directed and produced the highest grossing R-Rated Comedy of all time “The Hangover” (2009), Its worldwide gross currently stands at $480 million dollars. The film won the Golden Globe for Best Picture as well as Best Comedy at the 2009 Broadcast Film Critics’ Awards. ","1970-12-20",,2,,57130,"nm0680846","Directing","Todd Phillips","Brooklyn, New York, USA",7.748,"/A6FPht87DiqXzp456WjakLi2AtP.jpg"
false,"[]","Brian Thomas Helgeland is an American screenwriter, film producer and director.","1961-01-17",,2,,4723,"nm0001338","Writing","Brian Helgeland","Providence, Rhode Island, USA",5.874,"/f3oRiFyMZbq2HMzN71sHahYpfdW.jpg"
false,"[""마크 네빌딘""]","Mark Neveldine is an American film director, film producer, screenwriter and camera operator. He is best known for frequently collaborating with Brian Taylor as Neveldine/Taylor.","1973-05-11",,2,"http://www.neveldinetaylor.com/",20193,"nm0004410","Writing","Mark Neveldine","Watertown, New York, USA",5.571,"/lgmXPChEiXBSzroCSZS5XNqaZJF.jpg"
false,"[""브라이언 테일러""]","Brian Taylor is an American film director, cinematographer, camera operator, producer, and screenwriter. He is best known for frequently collaborating with Mark Neveldine as Neveldine/Taylor.

Taylor attended the Los Angeles Film School in Hollywood, California and began his career as a cinematographer, working on a series on independent films and low-budget shorts. In the early 2000s, Taylor united with Mark Neveldine, both becoming known for their engineering skills as cinematographers and camera operators. They invented ""The Roller Dolly,"" and immediately submitted it for a patent.",,,2,"http://www.neveldinetaylor.com/",20192,"nm0962729","Writing","Brian Taylor","Coventry, Warwickshire, England, UK",4.095,"/1TXxgF48STiUb3F9cp1L5iEx5Pb.jpg"
false,"[""麥可·曼恩"",""Майкл Манн"",""ไมเคิล แมนน์"",""マイケル・マン"",""مايكل مان"",""마이클 만"",""Michael Kenneth Mann""]","Michael Kenneth Mann (born February 5, 1943) is an American director, screenwriter, and producer of film and television who is best known for his distinctive style of crime drama. His most acclaimed works include the films Thief (1981), Manhunter (1986), The Last of the Mohicans (1992), Heat (1995), The Insider (1999), Collateral (2004), and Public Enemies (2009). He is also known for his role as executive producer on the popular TV series Miami Vice (1984–89), which he later adapted into a 2006 feature film.

For his work, he has received nominations from international organizations and juries, including the British Academy of Film and Television Arts, Cannes, and the Academy of Motion Picture Arts and Sciences. Total Film ranked Mann No. 28 on its list of the 100 Greatest Directors Ever, Sight and Sound ranked him No. 5 on their list of the 10 Best Directors of the Last 25 Years, and Entertainment Weekly ranked Mann No. 8 on their 25 Greatest Active Film Directors list","1943-02-05",,2,,638,"nm0000520","Directing","Michael Mann","Chicago, Illinois, USA",11.274,"/1nRqwMyQuCkvNPAzDY5oOSfGZ6b.jpg"
false,"[]","Luis Estrada (born January 17, 1962) is a mexican film director, writer and producer widely known for his satirical tetralogy on mexican politics: Herod's law (La ley de Herodes, 1999), A wonderful world (Un mundo maravilloso, 2006), El infierno (2010) and The perfect dictatoship (La dictadura perefecta, 2014).

He is the son of Mexican film director José Estrada.","1962-01-17",,2,,76864,"nm0261840","Directing","Luis Estrada","Mexico City, Mexico.",1.38,"/qr4lbyLVdEiUjow8S9rbH7fv650.jpg"
false,"[""Keenen Wayans""]","Keenen Ivory Wayans was born on June 8, 1958.","1958-06-08",,2,,35689,"nm0005540","Acting","Keenen Ivory Wayans","New York City, New York, USA",11.386,"/e9XRdXolDV8RjGPHPXH6IISDTSP.jpg"
false,"[""Chad Staheiski"",""Chad Stahleski"",""Chad Stangelski"",""Chad Storelson""]","Chad Stahelski is an American stuntman and film director. He is known for directing 2014 film John Wick along with David Leitch, and for doubling Brandon Lee after the fatal accident involving Lee at the set of The Crow (1994). He has also worked as a stunt coordinator and second unit director on several films.","1968-09-20",,2,,40644,"nm0821432","Directing","Chad Stahelski","Palmer, Massachusetts, USA",7.151,"/eRCryGwKDH4XqUlrdkERmeBWPo8.jpg"
false,"[""Benjamin Géza Affleck-Boldt"",""本·阿弗莱克"",""Бен Аффлек"",""เบน แอฟเฟล็ก"",""ベン・アフレック"",""벤 애플렉"",""بن أفليك"",""Μπεν Άφλεκ""]","Benjamin Géza Affleck-Boldt (born August 15, 1972) is an American actor and filmmaker. His accolades include two Academy Awards and three Golden Globe Awards. He began his career as a child when he starred in the PBS educational series The Voyage of the Mimi (1984, 1988). He later appeared in the independent coming-of-age comedy Dazed and Confused (1993) and various Kevin Smith films, including Mallrats (1995), Chasing Amy (1997) and Dogma (1999). Affleck gained wider recognition when he and childhood friend Matt Damon won the Golden Globe and Academy Award for Best Original Screenplay for writing Good Will Hunting (1997), which they also starred in. He then established himself as a leading man in studio films, including the disaster film Armageddon (1998), the war drama Pearl Harbor (2001), and the thrillers The Sum of All Fears and Changing Lanes (both 2002).

After a career downturn, during which he appeared in Daredevil (2003) and Gigli (2003), Affleck received a Golden Globe nomination for portraying George Reeves in the noir biopic Hollywoodland (2006). His directorial debut, Gone Baby Gone (2007), which he also co-wrote, was well received. He then directed, co-wrote and starred in the crime drama The Town (2010) and directed and starred in the political thriller Argo (2012); both were critical and commercial successes. For the latter, Affleck won the Golden Globe and BAFTA Award for Best Director, and the Golden Globe, BAFTA, and Academy Award for Best Picture. He has since starred in the psychological thriller Gone Girl (2014), the thriller The Accountant (2016), the action-adventure Triple Frontier (2019), and the sports drama The Way Back (2020). In 2016, he began portraying Batman in superhero films set in the DC Extended Universe.

Affleck is the co-founder of the Eastern Congo Initiative, a grantmaking and advocacy-based nonprofit organization. He is also a stalwart supporter of the Democratic Party. Affleck and Damon are co-owners of the production company Pearl Street Films.","1972-08-15",,2,,880,"nm0000255","Acting","Ben Affleck","Berkeley, California, USA",24.699,"/aTcqu8cI4wMohU17xTdqmXKTGrw.jpg"
false,"[""Olivier Mégaton""]","Olivier Megaton (born Olivier Fontana) is a French film director, writer, and editor, best known for directing the films The Red Siren, Transporter 3, Colombiana, and two films in the Taken franchise starring Liam Neeson. He also served as a second unit director for the film Hitman.","1965-08-06",,2,,75035,"nm0576298","Directing","Olivier Megaton","Issy-les-Moulineaux,Hauts-de-Seine,France",4.782,"/rqZxRsAvHj63fEZepYo0ICt0poi.jpg"
false,"[""Фрэнсис Форд Коппола"",""فرانسيس فورد كوبولا"",""弗朗西斯·科波拉"",""ฟรานซิส ฟอร์ด คอปโปลา"",""フランシス・フォード・コッポラ"",""프랜시스 포드 코폴라"",""Thomas Colchart"",""Francis Coppola""]","Francis Ford Coppola  (born April 7, 1939) is an American film director, producer and screenwriter. He is widely acclaimed as one of Hollywood's most celebrated and influential film directors. He epitomized the group of filmmakers known as the New Hollywood, which included George Lucas, Martin Scorsese, Robert Altman, Woody Allen and William Friedkin, who emerged in the early 1970s with unconventional ideas that challenged contemporary filmmaking.

He co-authored the script for Patton, winning the Academy Award in 1970. His directorial fame escalated with the release of The Godfather in 1972. The film revolutionized movie-making in the gangster genre, garnering universal laurels from critics and public alike. It went on to win three Academy Awards, including his second, which he won for Best Adapted Screenplay, and it was instrumental in cementing his position as one of the prominent American film directors. Coppola followed it with an equally successful sequel The Godfather Part II, which became the first ever sequel to win the Academy Award for Best Picture. The film received yet higher praises than its predecessor, and gave him three Academy Awards—for Best Adapted Screenplay, Best Director and Best Picture. In the same year was released The Conversation, which he directed, produced and wrote. The film went on to win the Palme d'Or at the 1974 Cannes Film Festival. His next directorial venture was Apocalypse Now in 1979, and it was as notorious for its lengthy and troubled production as it was critically acclaimed for its vivid and stark depiction of the Vietnam War. It won his second Palme d'Or at the 1979 Cannes Film Festival.

Although some of Coppola's ventures in the 1980s and early 1990s were critically lauded, Coppola's later work has not met the same level of critical and commercial success as his '70s films.

Description above from the Wikipedia article Francis Ford Coppola, licensed under CC-BY-SA, full list of contributors on Wikipedia","1939-04-07",,2,,1776,"nm0000338","Directing","Francis Ford Coppola","Detroit, Michigan, USA",5.778,"/mGKkVp3l9cipPt10AqoQnwaPrfI.jpg"
false,"[]","​John Daniel Singleton (January 6, 1968-April 29, 2019) was an American film director, screenwriter, and producer. A native of South Los Angeles, many of his films consider the implications of inner-city violence like the critically acclaimed and popular Boyz n the Hood, Poetic Justice, Higher Learning and Baby Boy. He later branched out into mainstream territory with the blockbuster 2 Fast 2 Furious and Four Brothers.","1968-01-06","2019-04-29",2,"http://johnsingletonfilms.com",6482,"nm0005436","Directing","John Singleton","Los Angeles, California, USA",10.34,"/akcugIHTLKZajrsq51uGGGzHEdv.jpg"
false,"[""Кристофер Нолан"",""Крістофер Нолан"",""克里斯托弗·诺兰"",""คริสโตเฟอร์ โนแลน"",""クリストファー・ノーラン"",""كريستوفر نولان"",""크리스토퍼 놀란"",""Κρίστοφερ Νόλαν"",""Christopher Edward Nolan""]","Christopher Edward Nolan, CBE (born 30 July 1970) is a British-American film director, screenwriter, and producer. He was born in Westminster, London, England and holds both British and American citizenship due to his American mother. He is known for writing and directing critically acclaimed films such as Memento (2000), The Prestige (2006), The Dark Knight Trilogy (2005-12), Inception (2010), Interstellar (2014) and Dunkirk (2017). Nolan is the founder of the production company Syncopy Films. He often collaborates with his wife, producer Emma Thomas, and his brother, screenwriter Jonathan Nolan.","1970-07-30",,2,,525,"nm0634240","Directing","Christopher Nolan","Westminster, London, England, UK",16.335,"/xuAIuYSmsUzKlUMBFGVZaWsY3DZ.jpg"
