"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[]","Madison Wolfe is an actress.","2002-10-16",,1,,1330999,"nm4068901","Acting","Madison Wolfe","Metairie, Louisiana, USA",17.41,"/soxY60lFZp2TeTZa3Rt6UUkzfYb.jpg"
false,"[""패트릭 윌슨"",""派翠克·約瑟夫·威爾森""]","Patrick Joseph Wilson (born July 3, 1973) is an American actor, director, and singer. He began his career in 1995, starring in Broadway musicals. He is a two-time Tony Award nominee for his roles in The Full Monty (2000–2001) and Oklahoma! (2002). He co-starred in the acclaimed HBO miniseries Angels in America (2003), for which he was nominated for both the Golden Globe Award and Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie.

Wilson has also appeared in films such as The Phantom of the Opera (2004), Hard Candy (2005), Little Children (2006), Watchmen (2009), Insidious (2010), The A-Team (2010), Insidious: Chapter 2 (2013), and as demonologist Ed Warren in the Conjuring Universe (2013–present). He has earned a reputation as a ""scream king"" due to his frequent casting in horror films.

On television, Wilson starred in the CBS drama series A Gifted Man (2011–2012) and as Lou Solverson in the second season of FX's anthology series Fargo (2015), for which he received a second Golden Globe Award nomination. In the DC Extended Universe, he portrayed Orm Marius / Ocean Master in the superhero film Aquaman (2018) and voiced the U.S. President in Batman v Superman: Dawn of Justice (2016).

Description above from the Wikipedia article Patrick Wilson (American actor), licensed under CC-BY-SA, full list of contributors on Wikipedia.","1973-07-03",,2,,17178,"nm0933940","Acting","Patrick Wilson","Norfolk, Virginia, USA",33.734,"/tc1ezEfIY8BhCy85svOUDtpBFPt.jpg"
false,"[]","",,,0,,1301337,"nm5028429","Acting","Susanna Cornacchia",,0.6,
false,"[]","","1966-10-21",,0,,25099,"nm0665767","Acting","Matt Patresi","Milano, Italy",3.045,"/cywuOTI8rzZjcFaq7Kobldhu8cX.jpg"
false,"[""Jarreth Mertz"",""Jarreth Merz"",""Jerreth Merz"",""자레스 J. 메즈""]","","1970-05-01",,2,"http://www.merz.org/big/index.php",84706,"nm0581711","Acting","Jarreth J. Merz","Zurich, Switzerland",2.68,"/ze8WDEujZmTXdCLcUy0IaymwlcS.jpg"
false,"[]","Sabrina Jolie Perez is a film child actress.",,,1,,1140977,"nm5021846","Acting","Sabrina Jolie Perez",,0.6,
false,"[]","",,,0,,936508,"nm3246544","Acting","Harriet MacMasters-Green",,0.6,"/6awhBML8nxy5foFn6n9Wj059hXv.jpg"
false,"[]","","1989-05-17",,1,,1210610,"nm3459140","Acting","Olivia Luccardi","Brooklyn, New York,  USA",7.792,"/fB1hlwIp9Ye4HvHJzn6GMlZqgl.jpg"
false,"[]","From Wikipedia, the free encyclopedia.

Jacob Weary (born February 14, 1990) is an American actor, musician, singer-songwriter and music producer. He is known for his role as Luke Snyder in the CBS soap opera As the World Turns, Vince Keeler in NBC's action-drama series Chicago Fire, and for his role as Kevin in Fred: The Movie (2010), its two sequels, and the television adaptation, Nickelodeon's Fred: The Show.[1] He currently stars as Deran Cody in the TNT drama series Animal Kingdom, based on the Australian film of the same name.","1990-02-14",,2,,133980,"nm1621032","Acting","Jake Weary","Trenton, New Jersey, USA",11.824,"/fsleyKOLzYp7lK1jvezaOnr1bUp.jpg"
false,"[""Daniel Blanco""]","Daniel Zovatto is a Costa Rican film and television actor.","1991-06-28",,2,,1172147,"nm4683167","Acting","Daniel Zovatto","San Jose, Costa Rica",9.775,"/6B9hny2s7frxtbRqrHqOT7ESB4A.jpg"
false,"[]","Keir David Peters Gilchrist (born September 28, 1992) is a Canadian actor. Gilchrist is known for playing teen Marshall Gregson on Showtime's original series United States of Tara, and for starring in the 2010 drama-comedy It's Kind of a Funny Story.

Description above from the Wikipedia article Keir Gilchrist, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1992-09-28",,2,,132712,"nm1507857","Acting","Keir Gilchrist","London, England, UK",9.255,"/vFrziqS1PDoHYFs2Vn9ro3577Ry.jpg"
false,"[""Maika Buckley"",""Dillon Monroe Buckley"",""Dillon Buckley"",""마이카 먼로"",""麦卡·梦露""]","An American actress and professional kiteboarder. She made her acting debut in the 2012 film At Any Price. In 2013, she appeared alongside Kate Winslet in the drama film Labor Day. She became recognized as a ""scream queen"" after her performances in the critically acclaimed 2014 films The Guest and It Follows. She also played Patricia Whitmore in Independence Day: Resurgence (2016).

Description above from the Wikipedia article Maika Monroe, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1993-05-29",,1,,1094091,"nm2140860","Acting","Maika Monroe"," Santa Barbara, California, USA",30.546,"/ir4tct8MyI8cCzufEiLZ3McuUQN.jpg"
false,"[]","",,,0,,2349190,,"Acting","June Peterson",,0.6,"/7BALivHrlVJeEkqX36YmukMQreo.jpg"
false,"[]","Gabriel Nicholson was born as Gabriel Dean Nicholson. He is an actor, known for Specter (2012), Sator (2019) and Midground (2009). Brother of the actor Michael Daniel.",,,2,,2349189,,"Acting","Gabe Nicholson",,0.988,"/c17qeNVPCyFczEq6LHbgNFT9xaB.jpg"
false,"[]","",,,0,,2349188,,"Acting","Aurora Lowe",,0.6,
false,"[]","",,,0,,2906991,"nm5224393","Acting","Rachel Johnson",,1.38,
false,"[]","Michael Daniel is an actor, known for Specter (2012), Midground (2009) and Sator (2019). Brother of the actor Gabriel Nicholson.",,,2,,2043987,,"Acting","Michael Daniel",,1.4,"/hI7pPnOeSsOtDQfYqitA26lxyYF.jpg"
false,"[]","Christopher Peter Meloni (born April 2, 1961) is an American actor. He is best known for his television roles as NYPD Detective Elliot Stabler on the NBC police drama Law & Order: Special Victims Unit, and as inmate Chris Keller on the HBO prison drama Oz.

​From Wikipedia, the free encyclopedia","1961-04-02",,2,,22227,"nm0005221","Acting","Christopher Meloni","Washington, District of Columbia, USA",11.352,"/spEmmtupTNCJB1yeHcs3jov4Keg.jpg"
false,"[""Έμιλι ΒανΚαμπ"",""Emily Irene VanCamp""]","Emily Irene VanCamp (born May 12, 1986) is a Canadian actress. She first came to prominence for her work with producer Greg Berlanti, who cast her as a series regular on The WB drama Everwood (2002–2006) and the ABC drama Brothers & Sisters (2007–2010). VanCamp gained further recognition by portraying the lead role of Emily Thorne on the ABC series Revenge from 2011 to 2015. In 2018, VanCamp began starring on the Fox medical drama series The Resident. She has also played Sharon Carter / Agent 13 in the Marvel Cinematic Universe (MCU), appearing in the films Captain America: The Winter Soldier (2014) and Captain America: Civil War (2016), as well as the Disney+ series The Falcon and the Winter Soldier (2021).

Description above from the Wikipedia article Emily VanCamp, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1986-05-12",,1,,84247,"nm0885840","Acting","Emily VanCamp","Port Perry, Ontario, Canada",23.939,"/zTl2KVglr7D7jnBLjbqe1BbbJiV.jpg"
false,"[""派珀·佩拉博"",""Πάιπερ Περάμπο"",""Πάιπερ Λίζα Περάμπο"",""파이퍼 페라보"",""Piper Lisa Perabo""]","Piper Lisa Perabo (born October 31, 1976) is a Golden Globe Award nominated American stage, film and television actress. Since her breakthrough role in Coyote Ugly (2000), she has appeared in films such as Lost and Delirious (2001), Cheaper by the Dozen (2003), Cheaper by the Dozen 2 (2005), The Prestige (2006), Beverly Hills Chihuahua (2008), and Looper (2012). Since 2010, she has played Annie Walker on the USA Network series Covert Affairs, for which she has been nominated for a Golden Globe Award for Best Actress.

Early life

Perabo was born in Dallas, Texas, the daughter of Mary Charlotte (née Ulland), a physical therapist, and George William Perabo, a professor of poetry at Ocean County College. She is of English, German, Irish, and Norwegian descent; while her surname is sometimes described as Portuguese, it originates in Germany, where her paternal grandfather's family came from. She grew up in Toms River, New Jersey.

Perabo's parents named her after actress Piper Laurie. She has two younger brothers: Noah (born 1979) and Adam (born 1981). She graduated from Toms River High School North in 1994, and earned a bachelor's degree in theater from Honors Tutorial College at Ohio University in 1998. She also studied Latin, physics, and poetry in her final year.

Perabo was first noticed a year before she graduated from university. She was in New York City, visiting her then-boyfriend, and accompanied him to an audition. Casting director Denise Fitzgerald spotted her and asked her to read for a part. She was not cast, but when Fitzgerald found out that she didn't have any representation, she made phone calls on Perabo's behalf and found her an agent.

Personal life Perabo has been close friends with actress Lena Headey since they starred together in the 2005 films The Cave and Imagine Me & You. She speaks fluent French, and is an advocate of LGBT rights. As of 2013, she is engaged to Stephen Kay.She is the part-owner of the prohibition-themed bar Employees Only in West Village, Manhattan, which opened in 2005, and the restaurant Jack's Wife Freda in SoHo, Lower Manhattan, which opened in 2012.

Description above from the Wikipedia article Piper Perabo, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1976-10-31",,1,,15555,"nm0005305","Acting","Piper Perabo"," Dallas, Texas, USA",30.326,"/aP9QqLm4JZxLwp2CiUbEh5zrpVI.jpg"
false,"[""Крис Пайн"",""كريس باين"",""크리스 파인"",""クリス・パイン"",""克里斯·潘恩"",""คริส ไพน์"",""Christopher Whitelaw \""Chris\"" Pine"",""Κρις Πάιν"",""Кріс Пайн""]","Chris Pine (born August 26, 1980) is an American actor. Pine made his feature film debut as Lord Devereaux in The Princess Diaries 2: Royal Engagement (2004). He is best known for his roles as James T. Kirk in the Star Trek reboot film series (2009–2016), Will Colson in Unstoppable (2010), Cinderella's Prince in Into the Woods (2014), Jack Ryan in Jack Ryan: Shadow Recruit (2014), Toby Howard in Hell or High Water (2016), Bernie Webber in The Finest Hours (2016), Steve Trevor in Wonder Woman (2017) and Wonder Woman 1984 (2020), Dr. Alexander Murry in A Wrinkle in Time (2018), and Robert the Bruce in Outlaw King (2018). Pine also voiced Jack Frost in Rise of the Guardians (2012).","1980-08-26",,2,,62064,"nm1517976","Acting","Chris Pine","Los Angeles, California, USA",34.59,"/vSe6sIsdtcoqBhuWRXynahFg8Vf.jpg"
false,"[""Lou Pucci"",""루 테일러 푸치""]","From Wikipedia, the free encyclopedia.  Lou Taylor Pucci (born July 27, 1985) is an American actor who first appeared on film in Rebecca Miller's well received Personal Velocity: Three Portraits in 2002.  Pucci was born in Seaside Heights, New Jersey and at 2 years old, moved to Keansburg, New Jersey. A graduate of Christian Brothers Academy in Lincroft, he currently lives in Venice, California. He first acted at the age of ten in a hometown production of Oliver!. Just two years later he was on Broadway playing Freidrich in The Sound of Music. He can be seen in Arie Posin's The Chumscrubber, the HBO miniseries Empire Falls, and starring as the lead in Mike Mills' film Thumbsucker, for which he received the Special Jury Prize for Acting at the 2005 Sundance Film Festival and the Silver Bear Award for Best Actor at the 2005 Berlin Film Festival. He also played the title character in Green Day's ""Jesus of Suburbia"" music video.  Pucci currently had three films that screened at the 2009 Sundance Film Festival: Brief Interviews with Hideous Men, directed by John Krasinski of The Office; The Informers, with Billy Bob Thornton, Winona Ryder, Kim Basinger and Mickey Rourke, based on Bret Easton Ellis' collection of short stories of the same name; and Arlen Faber (formerly The Dream of the Romans) with Jeff Daniels and Lauren Graham. Pucci was also a juror for the short film competition.  Description above from the Wikipedia article Lou Taylor Pucci, licensed under CC-BY-SA, full list of contributors on Wikipedia","1985-07-27",,2,,17441,"nm1086384","Acting","Lou Taylor Pucci","Seaside Heights, New Jersey, USA",8.772,"/25lfbMJruSG5Kmv1zdKfMyrZWB9.jpg"
false,"[""Руфус Сьюэлл""]","​From Wikipedia, the free encyclopedia.

Rufus Frederik Sewell (born 29 October 1967) is an English actor. In film, he has appeared in The Woodlanders, Dangerous Beauty, Dark City, A Knight's Tale, The Illusionist, Tristan and Isolde, and Martha, Meet Frank, Daniel and Laurence. On television, he starred in the 2010 mini-series The Pillars of the Earth. Earlier he played the hero, Will Ladislaw, in the BBC adaptation of George Eliot's Middlemarch. In 2003, he appeared in the lead role in Charles II: The Power and The Passion. He starred in the CBS drama Eleventh Hour which was cancelled in April 2009. On stage, he originated the role of Septimus Hodge in Tom Stoppard's Arcadia and the role of Jan in Stoppard's Rock 'n' Roll, which earned him an Olivier Award and a Tony Award nomination for the latter performance.

Description above from the Wikipedia article Rufus Sewell, licensed under CC-BY-SA, full list of contributors on Wikipedia","1967-10-29",,2,,17328,"nm0001722","Acting","Rufus Sewell","Twickenham, England, United Kingdom",14.999,"/yc2EWyg45GO03YqDttaEhjvegiE.jpg"
false,"[""메리 엘리자베스 윈스테드""]","Mary Elizabeth Winstead (born November 28, 1984) is an American actress and singer. Her first significant role came as Jessica Bennett on the NBC soap opera Passions (1999–2000) and she went on to appear in series such as Tru Calling (2004) and films including the superhero film Sky High (2005). She came to wider attention as a scream queen for her roles in the horror series Wolf Lake (2001–2002), the giant monster film Monster Island (2004), the supernatural horror film Final Destination 3 (2006), the slasher film Black Christmas (2006), and the exploitation horror film Death Proof (2007).

Further success came with her roles as John McClane's daughter Lucy Gennero-McClane in Live Free or Die Hard (2007) and Ramona Flowers in Scott Pilgrim vs. the World (2010). Her critically acclaimed performance as an alcoholic struggling with sobriety in the Sundance drama Smashed (2012) was followed by a series of roles in other well-received independent films, including The Beauty Inside (2012), The Spectacular Now (2013), Faults (2014), Alex of Venice (2014), and, Swiss Army Man (2016). Winstead continued her Scream Queen roles in the sci-fi horror film The Thing (2011), as Mary Todd Lincoln in the fantasy horror film Abraham Lincoln: Vampire Hunter (2012), and in the psychological horror thriller film 10 Cloverfield Lane (2016).

She reprised her role as Lucy Gennero-McClane in A Good Day to Die Hard (2013) and returned to television with roles in the supernatural drama series The Returned (2015), the political satire science fiction comedy series BrainDead (2016), the period medical drama series Mercy Street (2016–17) and the black comedy crime drama anthology series Fargo (2017). Other roles include the comedy drama All About Nina (2018), the action thriller Gemini Man (2019), and as the Huntress in Birds of Prey (2020).","1984-11-28",,1,,17628,"nm0935541","Acting","Mary Elizabeth Winstead","Rocky Mount, North Carolina, USA",55.666,"/3jy7KNGfvMQGtKu1f0enR4a1JXE.jpg"
false,"[""Доминик Купер"",""Dominic Edward Cooper""]","Dominic Edward Cooper (born 2 June 1978) is an English actor. He first worked in television and film before making his stage debut in Mother Clap's Molly House at the National Theatre in 2001. He was also involved in Alan Bennett's play The History Boys, as the character Dakin. He has had notable roles in the Royal National Theatre's adaptation of the His Dark Materials trilogy, where he played the lead character, Will Parry, the TV series Down To Earth (2004) and Sense & Sensibility (2008).

In 2008, he appeared as Sky in Mamma Mia!, in which he also sang several songs. The same year, he appeared in The Duchess as Charles Grey, 2nd Earl Grey. He starred in films An Education and Freefall in 2009 and also played Hippolytus in Phèdre at the National Theatre. In 2010, he played rock drummer Ben in the film Tamara Drewe, and in 2011 played the leading roles in The Devil's Double, which was critically acclaimed but criticized. In 2011, he first appeared as Howard Stark in the Marvel Cinematic Universe. Initially appearing in the film Captain America: The First Avenger, he reprised his role in the Marvel One-Shot Agent Carter two years later, and in the television series of the same name in 2015 and 2016.

In 2012, he appeared as vampire Henry Sturges in Abraham Lincoln: Vampire Hunter. Around this time, he was cast in the lead role in the unproduced Albert Hughes project Motor City. In 2014, he portrayed the main antagonist in two films: Dino Brewster in Need for Speed and Mehmed in Dracula Untold. He depicted author Ian Fleming in the television mini-series Fleming: The Man Who Would Be Bond in 2014. The next year, he appeared in two films, Miss You Already and The Lady in the Van. He played Jesse Custer, the lead role in AMC's Preacher (2016). He co-starred in the Warcraft film adaptation, which was released in June 2016. In late 2016, he starred in a well-received West End revival of Stephen Jeffreys' 1994 play, The Libertine at the Haymarket Theatre; he played John Wilmot, Earl of Rochester, the role originated on stage by John Malkovich and played by Johnny Depp in the 2004 film. He reprised his role of Sky in 2018's sequel film Mamma Mia! Here We Go Again.

Description above is from the Wikipedia article Dominic Cooper, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1978-06-02",,2,,55470,"nm1002641","Acting","Dominic Cooper","Greenwich, London, England, UK",17.568,"/bz2nzQ1lDiu62R0e4GOncuq1hIk.jpg"
false,"[""Benjamin Walker Davis""]","From Wikipedia, the free encyclopedia

Benjamin Walker (born 1982) is an American actor, best known for his film appearances in Kinsey (as Alfred Kinsey at age 19), Harlon Block in Clint Eastwood's Flags of Our Fathers, and his critically acclaimed portrayal of Andrew Jackson in the Off- and On Broadway incarnations of Bloody Bloody Andrew Jackson.

Description above from the Wikipedia article Benjamin Walker (actor), licensed under CC-BY-SA, full list of contributors on Wikipedia.","1982-06-21",,2,,239996,"nm0907548","Acting","Benjamin Walker","Georgia, USA",15.746,"/kyuRJBieEsgskbAUikDyabe4Oxh.jpg"
false,"[]","Emma Clifford Is An Actress. She Broke Out In 2009 As Bill Moody's Partner In Wrong Turn 3: Left For Dead. In 2012 She Starred In The Hit Film ""John Carter"" For Which She Portrayed A Film Role.",,,1,,141538,"nm3023688","Acting","Emma Clifford",,3.654,"/yvk7qt2uTrcgm7zwIPuVOq7et1P.jpg"
false,"[""Todd Dzhensen""]","Todd Jensen has enjoyed a 30+ year acting career. Todd began his acting studies at prestigious acting institutes located on both east and west coasts of the United States, including the William Esper Studio in New York, the Joanne Baron Studio in Los Angeles, before studying improvisation at The Groundlings. Todd Jensen began his screen career in 1988. Appearing in various feature films Todd's most memorable films are ""Thick as Thieves"" with Morgan Freeman and Antonio Banderas & Echelon Conspiracy with Ving Rhames and Edward Burns. Entering the early2000s, Todd found steady work between small and big screens. He appeared in several creature/horror features including Sabertooth (2002) (TV), Raging Sharks (2005) (V), Mega Snake (2007) (TV) and Bats: Human Harvest (2007) (TV). As the 2000s began to wind down, Todd still maintained steady appearances in various colorful features including Copperhead (2008) (TV), Boogeyman 3 (2008) (V). The latter 2000s saw Todd again in television-made features and series sequels, among these being Messengers 2: The Scarecrow (2009) (V) as a banker, then he was part of a marooned space party in the Sci-Fi adventure Star Runners (2009) (TV), then played a US Marshal in Wrong Turn 3: Left for Dead (2009) (V). He has also made episodic appearances on ""The Glades"" (2010) and ""Burn Notice"" (2007) both in 2011. Outside of his own acting career, Todd has directed and produced. Most importantly, Todd started and taught training programs for actors called Todd Jensen's ""On Camera"" Acting & Audition Workshops.",,,2,,58794,"nm0421709","Acting","Todd Jensen","USA",1.579,"/kh4rOO6XQVYucZXT7440lmd9hrK.jpg"
false,"[]","Louise Cliffe (born 9 December 1986) is a British Actress, Singer, writer and model. Although much of her career has been in the UK, she started to appear in US productions as of 2009.

Description above from the Wikipedia article Louise Cliffe, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1986-12-09",,1,,147893,"nm3114981","Acting","Louise Cliffe"," Middleton, Greater Manchester, England",6.065,"/6o1uwzAYupbQBrYtCPXD6tJInMn.jpg"
false,"[""Janet Ruth Montgomery"",""詹妮特·蒙哥马利""]","​Janet Montgomery is a British film and television actress, best known for playing Eric Murphy's assistant Jennie in the television series ""Entourage"", Ames in the tv show ""Human Target"", as well as Mary Sibley in the series ""Salem"".","1985-10-29",,1,,90755,"nm2857778","Acting","Janet Montgomery","Bournemouth, Dorset, England, UK",11.295,"/jn9tU6mAAkdtjgw2JPlS2vFG1jM.jpg"
false,"[]","Tom Is Currently An Actor, He Is A Filmmaker, He's Written & Directed His Own Films. He's Starred Alongside Stars Alike Such As Colm Meaney, Janet Montgomery, Ben Price & Tamer Hassan. In 2009 He Starred Alongside Janet Montgomery, Charles ""Chucky"" Venn, Mac McDonald & Tamer Hassan.",,,2,,90582,"nm1755719","Acting","Tom Frederic","Yokohama, Kanagawa, Japan",6.045,"/2oq8F2s2RdKfqqKRFEfYunAy0XQ.jpg"
false,"[]","",,,0,,1818534,"nm3325769","Acting","Nick Walker",,1.62,
false,"[]","",,,2,,2092553,"nm5111584","Acting","Paul Zinno","Ontario, Canada",4.108,"/qzMFFb2AOISRC3h8m4DYUWFM3IV.jpg"
false,"[]","",,,1,"http://tbtmanagement.ca/roster/madeline-harvey/",1496335,"nm7491483","Acting","Madeline Harvey",,3.224,"/3R24e3pPyd3Imah7eRvtGcUsS5e.jpg"
false,"[""Brittany Lee Drisdelle""]","Brittany Drisdelle was born in Hudson QC, a suburb of Montreal, Canada.She started acting at the age ten when she acted in her town's local production of Pipi Longstocking. Brittany boooked minor roles in children favorites series such as ""Lassie"" and ""The Mystery Files of Shelby Woo"". Two years into the business Brittany booked a series regular on ""Tales of The Never-ending Story"" produced by Hallmark and later aired on HBO in the US. She continued acting in her youth with prominent roles on ""15 Love"" and ""Mental Block"". In her late teens, Brittany moved to New York City to study at the esteemed The Neighborhood Playhouse School of Theatre, completing their two year conservatory program and graduating in the spring of 2010. Brittany then moved to Toronto, ON to pursue her career and has since worked on popular series such as ""Man Seeking Woman"" and ""Jack Ryan"". Brittany shares her time between Montreal, QC and Toronto, ON.

IMDb Mini Biography By: Brittany Drisdelle","1988-02-06",,1,,175913,"nm1000759","Acting","Brittany Drisdelle","Hudson, Québec, Canada",5.393,"/r4ZRxNMT8X9XkNc01XGqctCulKY.jpg"
false,"[]","",,,2,"http://www.acte1.ca/adolescents/fontaine-nicolas.html",1958615,"nm2322312","Acting","Nicolas Fontaine",,6.557,"/cVlaxHSrwIrm2SVr41OGJh0XJLn.jpg"
false,"[]","","1959-01-01",,2,,121577,"nm0505022","Acting","Andreas Leupold","Berlin, Germany",1.675,
false,"[""北村昭博""]","Akihiro Kitamura is a Japanese actor and filmmaker. He studied filmmaking at North Carolina School of the Arts and Los Angeles City College.","1979-03-26",,2,"https://abconventionagent.com/horror/akihiro-kitamura/",121576,"nm2162290","Acting","Akihiro Kitamura","Kochi, Kochi Prefecture, Japan",2.762,"/yBhgkJIUwqqtrW7fn5jU2hHU0AW.jpg"
false,"[]","Ashlynn Yennie is an American actress from Riverton, Wyoming. She is best known for playing the role of Jenny in the 2010 Dutch horror film, The Human Centipede.","1985-05-15",,1,,121575,"nm2460100","Acting","Ashlynn Yennie","Riverton, Wyoming, USA",18.073,"/q529Uzxg4Kcwlotaari2BlvXDOz.jpg"
false,"[]","Ashley Christina Williams (born January 24, 1984) is an American actress and singer in both theater and film.

Description above from the Wikipedia article Ashley C. Williams, licensed under CC-BY-SA,full list of contributors on Wikipedia.","1984-01-24",,1,,121574,"nm2280521","Acting","Ashley C. Williams","Boston, Massachusetts, United States",2.634,
false,"[]","Dieter Laser (17 February 1942 – 29 February 2020) was a German actor.

He is known to English speaking audiences for his roles in Lexx and The Human Centipede (First Sequence), for which he won ""Best Actor"" at the Austin Fantastic Fest.

In 1975 he was awarded the German Film Award in the category of Best Actor for the title role in John Glückstadt.

Description above from the Wikipedia article Dieter Laser, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1942-02-17","2020-02-29",2,,23721,"nm0489504","Acting","Dieter Laser","Kiel, Germany",4.102,"/xBhIIbhkFV0M0WRBokHXPS7zUYq.jpg"
false,"[""小山力也""]","Rikiya Koyama is a Japanese actor and voice actor who is a member of Haiyuza Theatre Company. He has done popular voicing roles in Hajime no Ippo, Utawarerumono and Kamen no Maid Guy. He is also known by the nicknames ""Rikki"" and ""Riki-chan"". Koyama become well known for voicing Yamato from Naruto, Kogoro Mouri from Case Closed and Coyote Starrk from Bleach.","1963-12-18",,2,"https://haiyuza.info/actor/r-koyama/",237076,"nm0468711","Acting","Rikiya Koyama","Kyoto Prefecture, Japan",7.962,"/hsZm87BORLpzhaycBaWOD5xpjVC.jpg"
false,"[""てらそままさき"",""寺杣昌紀"",""てらそま昌紀"",""테라소마 마사키""]","Masaki Terasoma (てらそま まさき, Terasoma Masaki) is a Japanese actor and voice actor who grew up in Osaka Prefecture. He is affiliated with Mausu Promotion.","1962-05-08",,2,"https://mausu.net/talent/terasoma-masaki.html",219659,"nm1111054","Acting","Masaki Terasoma","Nishinomiya, Hyōgo Prefecture, Japan",3.054,"/eol7Ul4buAam9SmJDuFIWln0Cd3.jpg"
false,"[""そのざきみえ"",""園崎 未恵"",""소노자키 미에""]","Mie Sonozaki (園崎 未恵, Sonozaki Mie, February 7, 1973) is a Japanese voice actress, actress and singer from Tokyo. She is free and has a business alliance with Re-max. She used to have the stage name in hiragana (そのざき みえ, Sonozaki Mie) before changing to her real name on April 1, 2002.","1973-02-07",,1,"https://www.sonozaki-mie.com",210350,"nm1840747","Acting","Mie Sonozaki","Tokyo Prefecture, Japan",4.329,"/iYnpn1e7Ba1oMK8ZdgAvqzxng9e.jpg"
false,"[]","Daniella Alonso is an American actress known for her guest appearances as Anna Taggaro on One Tree Hill and her lead roles in The Hills Have Eyes 2 and Wrong Turn 2: Dead End.","1978-09-22",,1,,59296,"nm0022161","Acting","Daniella Alonso","New York City, New York, USA",13.801,"/ipFtnG5kvkMY1HcLOSFONDIEXqn.jpg"
false,"[""Chrystal Lowe"",""Yan-Kay Crystal Lowe"",""Crystal Lo""]","Crystal Lowe was born to a Chinese father and a Scottish mother on January 20th in Vancouver, British Columbia, Canada. At a young age, Crystal and her family moved to Hong Kong, where she spent a few years, becoming fluent in Cantonese. Yan-Kay Crystal Lowe started her professional acting career at fifteen years old and was quickly cast to appear in numerous television series including Stargate SGI, The Twilight Zone, The L word and many more. As her film career blossomed she became one of Hollywood's most in-demand 'Scream Queens' staring in numerous films including the beloved franchise ""Final Destination"", Wrong Turn and Black Christmas. She would later go onto to star in Sci-fi heroine staring in the Canadian produced series 'Primeval' as Toby Nance. She has gone on to star on the hit series 'Signed, Sealed, Delivered'. where she has been nominated for multiple awards for Best Actress for her portrayal of the quirky and lovable Rita Haywith. While filming the second season of Signed Sealed Delivered, Yan-Kay Crystal recognized that she had a great desire to spend time behind the camera; in the director's chair. She has gone on to produce and direct numerous award winning short films and was nominated for Best International Director for her short film, The Curtain.","1981-01-20",,1,,58393,"nm0522909","Acting","Crystal Lowe","Vancouver, British Columbia, Canada",9.83,"/z2H8cqBvAfVGyJ6VgWyOPgutVvQ.jpg"
false,"[]","","1980-08-09",,2,,53185,"nm1564024","Acting","Texas Battle","Houston, Texas, USA",3.722,"/zPzagAtKxbHKrQLAQ69KSYLZxjA.jpg"
false,"[""Henrietta Collins""]","Henry Rollins (born Henry Lawrence Garfield; February 13, 1961) is an American singer-songwriter, spoken word artist, writer, publisher, actor, radio DJ, and activist.

After performing for the short-lived Washington D.C.-based band State of Alert in 1980, Rollins fronted the California hardcore punk band Black Flag from August 1981 until early 1986. Following the band's breakup, Rollins soon established the record label and publishing company 2.13.61 to release his spoken word albums, as well as forming the Rollins Band, which toured with a number of lineups until 2003 and during 2006.

Since Black Flag, Rollins has embarked on projects covering a variety of media. He has hosted numerous radio shows, such as Harmony in My Head on Indie 103, and television shows such as The Henry Rollins Show, MTV's 120 Minutes, and Jackass. He had a recurring dramatic role as a white supremacist in the second season of Sons of Anarchy and has also had roles in several films. Rollins has also campaigned for various political causes in the United States, including promoting marriage equality for LGBT couples, World Hunger Relief, and an end to war in particular, and tours overseas with the United Service Organizations to entertain American troops.

Description above from the Wikipedia article Henry Rollins, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1961-02-13",,2,,9290,"nm0738433","Acting","Henry Rollins","Washington, District of Columbia, USA",6.035,"/2E0cZdoJsdt1Lv4waG3s6fsfJeU.jpg"
false,"[]","​From Wikipedia, the free encyclopedia.

Erica Lei Leerhsen  (born February 14, 1976) is an American actress. She is best known for her lead roles in the horror films Book of Shadows: Blair Witch 2, The Texas Chainsaw Massacre, and Wrong Turn 2, and for which she is often referred to as a modern day scream queen. She is also known for her acting on television series, such as her lead role in The Guardian and several guest appearances, including The Sopranos, Alias, and others.

Description above from the Wikipedia article Erica Leerhsen, licensed under CC-BY-SA, full list of contributors on Wikipedia","1976-02-14",,1,,57514,"nm0498713","Acting","Erica Leerhsen","New York City, New York, USA",6.694,"/1YZkzcZD5kDmxBxBHWWr3z0l3FA.jpg"
false,"[""Ingrid Bișu""]","","1987-09-15",,1,,117656,"nm2445328","Acting","Ingrid Bisu","Bucharest, Romania",9.74,"/2thd0dnfnI2TK7s9RZHkkq82O4t.jpg"
